"id","x_personality"
"eisa_blackthorn","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being tied up and dominated"", ""having sex in a public place"", ""being with multiple partners at once""], ""sexualBehavior"": [""rough sex"", ""anal play"", ""nipple biting""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""adventurous"", ""dominant""], ""preferredSexPositions"": [""doggie style"", ""reverse cowgirl"", ""standing up""]}"
"elynea_mothren","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public foreplay"", ""sex with a stranger"", ""exhibitionism""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""flirtatious"", ""sensual"", ""dominant control""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""reverse cowgirl""]}"
"agmaer","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded outdoor location"", ""being dominant in bed"", ""having a partner who shares his love for adventure""], ""sexualBehavior"": [""cum tasting"", ""breast play"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""protective""], ""preferredSexPositions"": [""missionary"", ""standing from behind"", ""sitting on lap""]}"
"celann","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a hidden location while on a mission"", ""being dominant and in control""], ""sexualBehavior"": [""breast play"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""assertive"", ""passionate"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""doggie style""]}"
"dawnguard_vampire_hunter","{""orientation"": ""heterosexual"", ""sexFantasies"": [""forced seduction"", ""vampire hunting fantasies"", ""interracial sex""], ""sexualBehavior"": [""cum play"", ""facials"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing doggystyle"", ""anal""]}"
"courier","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded outdoor location"", ""being with a strong and dominant woman"", ""trying new and adventurous sex positions""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum licking""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""adventurous"", ""passionate"", ""experimental""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"dervenin","{""orientation"": ""homosexual"", ""sexFantasies"": [""being dominated by Sheogorath"", ""group sex with other servants of Sheogorath"", ""public sex in the Shivering Isles""], ""sexualBehavior"": [""anal play"", ""rimming"", ""cum play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""kinky"", ""submissive"", ""masochistic""], ""preferredSexPositions"": [""doggie style"", ""standing"", ""against the wall""]}"
"dexion_evicus","{""orientation"": ""homosexual"", ""sexFantasies"": [""Having sex in the White Gold Tower"", ""Being dominated by a fellow priest"", ""Exploring forbidden knowledge through carnal experiences""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""submissive"", ""reserved"", ""curious""], ""preferredSexPositions"": [""missionary"", ""standing"", ""bent over""]}"
"dawnguard_scout","{""orientation"": ""heterosexual"", ""sexFantasies"": [""vampire seduction"", ""hunter prey roleplay"", ""rough outdoor sex""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""doggy style""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""animalistic""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""from behind""]}"
"dealer","{""orientation"": ""bisexual"", ""sexFantasies"": ["" PUBLIC BATHHOUSE ORGY"", "" THE DEN'S SECRET CHAMBER""], ""sexualBehavior"": [""domination"", ""nipple play"", ""face sitting""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""demanding"", ""dominant""], ""preferredSexPositions"": [""reverse cowgirl"", ""standing doggystyle"", ""bent over""]}"
"elvali_veren","{""orientation"": ""bisexual"", ""sexFantasies"": [""fantasizes about sex with multiple partners in a mystical, ancient setting"", ""desires sex with powerful, magical beings""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""curious"", ""adventurous"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""reverse cowgirl""]}"
"fethis_alor","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public sex in Ashlander ruins"", ""sex under the light of the full moon""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""submissive talk"", ""sexPersonalityTraits"": [""submissive"", ""experimental""], ""preferredSexPositions"": [""missionary"", ""standing from behind""]}"
"deeja","{""orientation"": ""bisexual"", ""sexFantasies"": [""being taken by multiple partners"", ""having sex in a dark alley"", ""being dominated by a stranger""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""dominant"", ""secretive""], ""preferredSexPositions"": [""rough doggy style"", ""standing against the wall"", ""bent over a surface""]}"
"drelas","{""orientation"": ""homosexual"", ""sexFantasies"": [""sex in unique outdoor locations"", ""sex with a fellow mage"", ""being dominated by a powerful figure""], ""sexualBehavior"": [""anal play"", ""facial cumshots"", ""masturbation""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""possessive"", ""intense"", ""distanced""], ""preferredSexPositions"": [""dominant missionary"", ""standing doggystyle"", ""bent over""]}"
"delvin_mallory","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes with Astrid and another Dark Brotherhood member"", ""sex in a Riften alleyway"", ""being tied up and dominated by Astrid""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""dominant"", ""seductive"", ""adventurous""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""cowgirl""]}"
"farengar_secret-fire","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex in the lab"", ""masked threesome"", ""public sex in Whiterun""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""exhibitionism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""erotic storytelling"", ""sexPersonalityTraits"": [""assertive"", ""experimental"", ""talkative""], ""preferredSexPositions"": [""doggy style"", ""standing from behind"", ""missionary""]}"
"anton_virane","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesome with two Breton servants"", ""Forceful seduction of a Reach native"", ""sex in a kitchen""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""demanding"", ""assertive"", ""controlling""], ""preferredSexPositions"": [""standing doggystyle"", ""bent over"", ""kneeling""]}"
"anders","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex with multiple women at once"", ""being the center of a sex cult"", ""having sex in a forbidden place""], ""sexualBehavior"": [""public sex"", ""outdoor sex"", ""sex with prostitutes""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""forceful"", ""obsessive"", ""selfish""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing sex""]}"
"atar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in public"", ""having sex with multiple partners in a high-risk location"", ""being in control during sex""], ""sexualBehavior"": [""rough sex"", ""deep throat"", ""spank""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""dominant"", ""adventurous"", ""loyal""], ""preferredSexPositions"": [""dominant missionary"", ""standing sexes"", ""bent over""]}"
"angvid","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a abandoned mine shaft"", ""being dominated by a strong woman""], ""sexualBehavior"": [""cum play"", ""breast play"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""submissive talk"", ""sexPersonalityTraits"": [], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"arrald_frozen-heart","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded outdoor location"", ""being with a Nord warrior maiden""], ""sexualBehavior"": [""breast play"", ""public sex"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""passionate""], ""preferredSexPositions"": [""standing missionary"", ""missionary with partner on top""]}"
"derkeethus","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes in the wilderness"", ""sex in a hidden cave"", ""being watched by a crowd while having sex""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""outdoor sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""adventurous"", ""passionate"", ""wild""], ""preferredSexPositions"": [""doggy style"", ""standing sex"", ""oral sex""]}"
"ancano","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex with a powerful wizard"", ""orgies with fellow Thalmor operatives"", ""role-playing as a Thalmor superior""], ""sexualBehavior"": [""cum play"", ""facials"", ""breast play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggresive"", ""rough"", ""controlling""], ""preferredSexPositions"": [""power position"", ""standing doggystyle"", ""missionary""]}"
"cindiri_arano","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaway"", ""candlelit dinner"", ""private beach""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""kissing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""intimate"", ""affectionate""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""cowgirl""]}"
"dark_brotherhood_assassin","{""orientation"": ""heterosexual"", ""sexFantasies"": [""multiple partners"", ""roleplay as victim and assassin"", ""outdoor sex in a secluded area""], ""sexualBehavior"": [""facials"", ""cum play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""detached""], ""preferredSexPositions"": [""missionary"", ""standing doggystyle"", ""bent over""]}"
"chief_mauhulakh","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex with a worthy warrior woman"", ""multiple partners in an Orcish tribal ritual"", ""sex in a sacred place to appease the gods""], ""sexualBehavior"": [""rough sex"", ""multiple orgasms"", ""sex in power dynamics""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""passionate""], ""preferredSexPositions"": [""doggie style"", ""missionary"", ""standing""]}"
"corpulus_vinius","{""orientation"": ""heterosexual"", ""sexFantasies"": [""wife sharing"", ""watching wife with another man""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", ""gentlemanly""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"assassin","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex with multiple partners"", ""role-playing as a dominant assassin"", ""having sex in a secluded, outdoor location""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""seductive""], ""preferredSexPositions"": [""doggie style"", ""reverse cowgirl"", ""standing sex""]}"
"ardwen","{""orientation"": ""heterosexual"", ""sexFantasies"": [""making love under the stars"", ""having sex in a sacred grove"", ""being ravished by a nature spirit""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""devoutly sensual"", ""reservedly passionate"", ""independently wild""], ""preferredSexPositions"": [""missionary"", ""standing"", ""outdoor sex""]}"
"aranea_ienith","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated by a powerful Daedric Prince"", ""having sex in a sacred, ancient temple"", ""being worshiped as a goddess""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""oral sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""spiritual"", ""mysterious"", ""romantic"", ""submissive""], ""preferredSexPositions"": [""missionary"", ""standing"", ""oral""]}"
"aphia_velothi","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaway"", "" candlelit dinner"", "" sensual massage""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""intimate"", ""emotional"", ""sentimental""], ""preferredSexPositions"": [""missionary"", ""cuddle"", ""spooning""]}"
"adisla","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being taken in the fields by a stranger"", ""having a threesome with two men in a secluded barn""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""teasing""], ""preferredSexPositions"": [""cowgirl"", ""missionary"", ""standing doggystyle""]}"
"alvide","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaways with her husband"", ""safe and secure sex in their own home"", ""passionate lovemaking in a secluded location""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""private sex (preference for intimacy in a private setting)""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""loving"", ""affectionate"", ""intimate"", "" Playful but only in the right setting""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""cowgirl""]}"
"adril_arano","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a private chamber of the Councilor's office"", ""being in control, ordering his partner to pleasure him""], ""sexualBehavior"": [""power play"", ""breast play"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""possessive"", ""intense""], ""preferredSexPositions"": [""missionary"", ""doggystyle""]}"
"agnis","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being seduced by a legionnaire"", ""having sex in the fort's secret passages""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""submissive"", "" нервous""], ""preferredSexPositions"": [""missionary"", ""cowgirl""]}"
"aicantar","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex with a Dwemer robot"", ""orgy with fellow mages"", "" 公かerotic encounter with a patron""], ""sexualBehavior"": [""nipple play"", ""voyeurism"", ""light bondage""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""curious"", ""adventurous"", ""playful"", ""teasing""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", "" standings spoons""]}"
"alfarinn","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in a carriage"", ""having sex while traveling"", ""sex with a fellow traveler""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", ""adventurous"", ""affectionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"alva","{""orientation"": ""bisexual"", ""sexFantasies"": [""group sex with multiple partners"", ""public sex in a dark alley"", ""sex with a mortal while feeding on their blood""], ""sexualBehavior"": [""blood play"", ""neck biting"", ""rough sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""dominant"", ""voyeuristic""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing doggy""]}"
"alain_dufont","{""orientation"": ""heterosexual"", ""sexFantasies"": [""rape fantasy"", ""taking someone against their will"", ""being in control and dictating the situation""], ""sexualBehavior"": [""rough sex"", ""hair pulling"", ""choking""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""rough""], ""preferredSexPositions"": [""dominant positions"", ""reverse cowgirl"", ""standing""]}"
"aela_the_huntress","{""orientation"": ""bisexual"", ""sexFantasies"": [""having a threesome with two fellow Companions"", ""being dominated by a powerful partner"", ""having sex in the wilderness under the full moon""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex"", ""outdoor sex"", ""exhibitionism""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""passionate"", ""wild"", ""free-spirited"", ""untamed""], ""preferredSexPositions"": [""doggie style"", ""missionary"", ""standing"", ""against the wall""]}"
"viriya","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex on a boat"", ""threesome with a couple"", ""sex in a hidden underwater cave""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""exhibitionism""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""assertive"", ""spontaneous"", ""playful""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing""]}"
"donnel","{""orientation"": ""homosexual"", ""sexFantasies"": [""anal sex with a dominant partner"", ""public sex in a secluded area"", ""being caught in the act by a third person""], ""sexualBehavior"": [""rimming"", ""nipple play"", ""cum licking""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""submissive talk"", ""sexPersonalityTraits"": [""submissive"", ""intimate"", "" reserved""], ""preferredSexPositions"": ["" missionary"", ""legs up""]}"
"ahkari","{""orientation"": ""bisexual"", ""sexFantasies"": [""having sex in a sandy dune"", ""being ravished by a mysterious stranger in a crowded marketplace"", ""engaging in a sensual dance with a fellow caravan member""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""sensual"", ""adventurous"", ""playful"", ""dominant""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggie style""]}"
"alexia_vici","{""orientation"": ""heterosexual"", ""sexFantasies"": [""affair with a younger noble"", ""sex in a lavish Imperial bedchamber""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""demure""], ""preferredSexPositions"": [""missionary"", ""doggie style""]}"
"amaund_motierre","{""orientation"": ""bisexual"", ""sexFantasies"": [""forced submission"", ""public sex with multiple partners"", ""blackmailing a lover""], ""sexualBehavior"": [""facials"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""sadistic"", ""controlled"", ""manipulative"", "" cold-blooded""], ""preferredSexPositions"": [""standing doggy style"", ""bent over"", "" missionary with restraint""]}"
"abelone","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in a secluded outdoor location"", ""sex with a patron at the inn"", ""being watched by Thoring while having sex with someone else""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""threesomes""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""submissive"", ""playful"", ""teasing""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"alea_quintus","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being in control"", ""role-play with a strong male partner"", ""having a passionate affair""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""passionate"", ""aggressive"", ""emotional"", ""secretive""], ""preferredSexPositions"": [""missionary"", ""reverse cowgirl"", ""doggie style""]}"
"amren","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaway with Saffir"", "" passionate lovemaking in a secluded outdoor setting"", ""erotic massage with Saffir""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""tender kissing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", "" gentle"", ""loving"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""romantic spooning""]}"
"aia_arria","{""orientation"": ""heterosexual"", ""sexFantasies"": [""performing intimate concerts for her lover"", ""romantic trysts in hidden gardens"", ""steamy encounters in secret tavern rooms""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public displays of affection""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""expressive"", ""adventurous""], ""preferredSexPositions"": [""on top"", "" missionary"", "" rear entry""]}"
