"ostim_id","sexlab_id","description"
"BillyyChair2PAnalKneeling","\N","{actor0} is standing behind {actor1} with his feet on the ground, his penis entering her anus from behind while he's holding her hip with one hand and her arm with the other, as she kneels facing away from him."
"BillyyChair2PCowgirlClimax1","\N","{actor1} sits on {actor0}'s lap in a cowgirl position, impaled on his stiff rod as she bounces up and down, her vulva sliding along his shaft, while {actor0} grasps her head with one hand, his feet firmly planted on the ground beside the chair."
"BillyyChair2PCowgirlSquatting","\N","{actor0} stands with his feet on the ground, holding {actor1}'s leg as she squats on top of him in a cowgirl position, her vulva enveloping his penis as she actively rides him, their bodies moving in a sensual rhythm."
"BillyyChair2PCowgirlSquattingLeanBack","\N","{actor0} stands with his feet on the ground, holding {actor1}'s leg as she squats over him in a cowgirl position, actively riding his cock as they engage in passionate vaginal sex."
"BillyyChair2PCowgirlLeanBack","\N","{actor1} is kneeling on the chair, riding {actor0} in a cowgirl position, her hips actively grinding against his as they engage in passionate vaginal sex, while {actor0} stands with his feet firmly on the ground, holding onto {actor1}'s hips with one hand."
"BillyyChair2PCarryingLegSpread","\N","{actor0} is sitting in the chair with his feet on the ground, while {actor1} is facing away from him, suspended in a tantalizing position. {actor1} is actively riding {actor0}'s cock, her vulva grinding against his penis as she takes control of the vaginal sex, while {actor0} holds onto her leg, supporting her position, and {actor1} grasps his arm, holding on tight."
"BillyyChair2PDoggyServiceClimax01","\N","{actor0} stands behind {actor1}, who's on all fours facing away, as they engage in doggystyle sex. {actor1} actively takes {actor0}'s cock, while {actor0} simultaneously gropes {actor1}'s butt with his hands."
"BillyyChair2PMissionaryClimax0","\N","{actor0}, kneeling between {actor1}'s legs, thrusts his dick into her pussy as she sits on the chair, her hands grasping his neck."
"BillyyChair2PDoggyService","\N","{actor0} is sitting in the chair, while {actor1} is on all fours, facing away from him, her feet planted firmly on the ground. {actor1} is actively thrusting backwards, her vulva enveloping {actor0}'s erect cock as they engage in a vigorous session of doggystyle vaginalsex."
"BillyyChair2PHandjob","\N","{actor0} is standing with his feet on the ground, while {actor1} is sitting in a chair, stroking his cock with her hand, giving him a handjob."
"BillyyChair2PDoggyServiceClimax0","\N","{actor0} stands behind {actor1}, who is on all fours facing away from him, as they engage in a steamy doggystyle session on the chair. {actor1} is actively riding {actor0}'s cock, while he gropes her butt with his hands."
"BillyyChair2PAnalBendOver","\N","{actor0} is standing behind {actor1}, who is bent over and facing away from him, her feet planted firmly on the ground. He's thrusting his cock into her ass from behind while grasping her hip with one hand, their bodies entwined in a passionate, intimate connection."
"BillyyChair2PHandjobLicking","\N","{actor0} is sitting in the chair with his feet on the ground, while {actor1} kneels in front of him, simultaneously stroking his dick with her hand and sucking his cock, her lips and tongue working together in a sensual rhythm."
"BillyyChair2PMissionary","\N","{actor1} sits on the chair, while {actor0} kneels in front of her, his dick buried deep inside her pussy as they engage in a passionate missionary-style fuck."
"BillyyChair2PMissionaryLegsHeldClimax0","\N","{actor0} is kneeling between {actor1}'s legs as she sits on the chair, his dick buried deep inside her pussy as they engage in a passionate vaginal sex act. Meanwhile, {actor1} wraps her hands around {actor0}'s neck, holding him in a tight grasp."
"BillyyChair2PMissionaryClimax1","\N","{actor1} sits on the chair, her legs wrapped around {actor0}, who is kneeling between them, his shaft buried deep inside her pussy as they engage in a passionate missionary-style vaginal sex. Meanwhile, {actor1} grasps {actor0}'s neck, her hand wrapped tightly around it, as they move in sync, lost in the heat of the moment."
"BillyyChair2PMissionaryLegsHeldClimax01","\N","{actor0} is kneeling between {actor1}'s legs as she sits in the chair, his erection thrusting into her vulva in a missionary-style sex act, while {actor1} wraps her hand around the back of {actor0}'s neck, holding him close."
"BillyyChair2PMissionaryLegsHeld","\N","{actor0} is kneeling in front of {actor1}, who's sitting on the chair, and he's thrusting his cock into her pussy in a classic missionary position, while gently holding onto her leg, as they engage in passionate intercourse."
"BillyyChair2PFaceFuckClimax0","\N","{actor0} stands with his feet on the ground, his penis buried in {actor1}'s mouth as she sits in the chair, her lips wrapped around his shaft in a sloppy blowjob. He's got a firm grip on her head, holding it in place, while she reaches out to grasp his leg, her hand wrapped around his thigh."
"BillyyChair2PNelsonClimax01","\N","{actor1} is suspended facing away from {actor0}, who is sitting on the chair with his feet on the ground. {actor0} has his penis inside {actor1}'s vulva as he holds her head, while she wraps her hand around his leg."
"BillyyChair2PNelson","\N","{actor1} is facing away from {actor0}, suspended in mid-air, as {actor0} sits on the chair, his feet planted firmly on the ground. {actor1} is actively riding {actor0}'s cock, his hands grasping her head, while she simultaneously holds onto his arm."
"BillyyChair2PReverseCowgirl","\N","{actor0} sits in the chair with his feet on the ground, as {actor1} faces away from him, squatting over his lap in a reverse cowgirl position. She actively rides his cock, her vulva enveloping his penis, while he holds onto her leg, supporting her."
"BillyyChair2PNelsonClimax0","\N","{actor0} sits on the chair, feet firmly on the ground, as he pounds into {actor1} from behind, his penis diving deep into her vulva in a rhythmic motion. Meanwhile, {actor0} grasps {actor1}'s head, while {actor1} reaches back to hold onto {actor0}'s leg, her body suspended in mid-air as they engage in a passionate and intense Nelson-style sex act."
"BillyyChair2PMissionaryLegsHeldClimax1","\N","{actor0} is kneeling in front of {actor1}, who is sitting in the chair, as he thrusts his cock into her pussy in a missionary position, while she wraps her hands around his neck, holding him close."
"BillyyChair2PCowgirl","\N","{actor0} is standing with his feet firmly on the ground while {actor1} kneels on a chair in the cowgirl position, vigorously riding his shaft. Concurrently, he uses one hand to caress {actor1}'s booty."
"BillyyChair2PDoggyServiceClimax1","\N","{actor0} stands behind {actor1}, who is on all fours facing away from him, as he pounds into her wet vagina from behind in a doggystyle position, his hands grasping and squeezing her butt cheeks."
"BillyyChair2PBlowjobSitting","\N","{actor0} is standing with his feet on the ground, while {actor1} is sitting on the chair. {actor1} is giving {actor0} a blowjob, her mouth wrapped around his penis, as {actor0} holds her head with his hand, and she gently holds onto his leg with hers."
"BillyyChair2PNelsonClimax1","\N","{actor0} sits in the chair with his feet on the ground, his penis inside {actor1}'s vulva as she faces away from him, suspended in mid-air. He holds her head in place with one hand, while she wraps her legs around him, her hand grasping his leg, as they engage in passionate vaginal sex."
"BillyyChair2PAnalHollowBack","\N","{actor0} is standing with his feet on the ground, his penis penetrating {actor1}'s butt from behind as they engage in anal sex. At the same time, he's holding onto her hip with one hand, his fingers wrapped around her curves as she stands facing away from him, her feet also planted firmly on the ground beside the chair."
"BillyyChair2PMissionaryClimax01","\N","{actor0} is kneeling between {actor1}'s legs as she sits on the chair, his penis thrusting into her vulva in a missionary-style vaginalsex act. At the same time, {actor1} wraps her hand around {actor0}'s neck, holding him in a firm grip."
"BillyyChair2PAnalHollowBackClimax1","\N","{actor0} stands with his feet firmly on the ground, his penis penetrating {actor1}'s anus from behind as she kneels with her feet on the ground and her back to him, while he grasps her head with one hand."
"BillyyChair2PFaceFuck","\N","{actor0} is standing with his feet on the ground, his erection buried in {actor1}'s mouth as she gives him a blowjob, her lips wrapped around his cock. At the same time, he's got a firm grip on her head, holding it in place as she sucks him off."
"BillyyChair2PCarrying","\N","{actor0} sits in the chair with his feet planted firmly on the ground, his cock buried deep inside {actor1}'s pussy as she straddles him, facing away, her body suspended in mid-air. At the same time, he gropes her ass with his hands, squeezing her cheeks as she actively rides him, her vulva sliding up and down his shaft."
"BillyyChair2PAnalHollowBackClimax01","\N","{actor0} is standing with his feet on the ground, his erect cock penetrating {actor1}'s anus from behind as she kneels facing away, her feet still on the ground. Meanwhile, {actor0} has his hand wrapped around {actor1}'s head, holding it in place."
