"ostim_id","sexlab_id","description"
"BillyyStand-2","B_B_LAFingStand_S2","{actor0} is standing, while {actor1} is bent over, facing away from him, with her feet on the ground. {actor0} is thrusting his dick into {actor1}'s pussy from behind."
"BillyyStand-1","B_B_LAFingStand_S1","{actor0} stands behind {actor1}, who's also standing, her back to him, as he engages in vaginal sex with her, his penis thrusting into her vulva."
"BillyySthighf-2","B_B_SThighF_S2","{actor0} stands facing {actor1}, who has her back to him, as he actively thrusts his penis between her thighs, simultaneously groping her breasts with his hands."
"BillyyStanda-1","B_B_CStandA_S1","{actor0} is standing behind {actor1}, who has her back to him, as he plunges his throbbing cock into her tight ass from behind, their hands clasped together in a romantic gesture."
"BillyyStanda-2","B_B_CStandA_S2","{actor0} is standing behind {actor1}, who is bending over with her feet on the ground, her face away from him, as he thrusts his penis into her anus. At the same time, {actor1} reaches back and holds onto {actor0}'s arm."
"BillyyStanda-2","B_B_CStandA_S2","{actor0} is standing behind {actor1}, who is bent over with her feet on the ground and her back to him, as he penetrates her from behind with his cock, simultaneously {actor1} reaches back to hold onto {actor0}'s arm."
"BillyyStand-3","B_B_LAFingStand_S3","{actor0} stands behind {actor1}, who is bent over with her feet on the ground, facing away from him. He holds her arm with one hand while using his other to guide his penis into her vulva from behind, thrusting into her in a sexual encounter."
"BillyyStandface-2","B_B_StandFace_S2","{actor0} stands facing {actor1}, his dick buried deep inside her vulva as they engage in passionate vaginal sex. Meanwhile, he wraps his arms around her, pulling her close in a sensual one-sided hug, holding her tight as they stand there."
"BillyyStanda-3","B_B_StandA_S3","{actor0} is standing, pounding {actor1} from behind as she stands facing away, her butt pressed against his crotch. At the same time, {actor0} is holding onto {actor1}'s body, while {actor1} gently pats {actor0}'s head with her hand."
"BillyyStandface-1","B_B_StandFace_S1","{actor0} and {actor1} are standing, locked in a passionate embrace, their lips locked in a sensual kiss. As they hug each other tightly, {actor0} is thrusting his cock into {actor1}'s wet pussy, their bodies moving in perfect sync as they engage in a romantic and intimate vaginalsex act."
"BillyyStandface-3","B_B_StandFace_S3","{actor0} is standing with his feet on the ground, his penis inside {actor1}'s vulva as they engage in vaginal sex. At the same time, he wraps his arms around her, pulling her close in a sensual hug, while also holding onto her leg with one hand, supporting her as they stand together."
"BillyySthighf-4","B_B_SThighF_S4","{actor0} is standing with his feet on the ground, as he actively thrusts his penis between {actor1}'s thighs, engaging in a sensual thighjob. At the same time, the two share a mutual, intimate hug, with {actor0} wrapping his arms around {actor1} and {actor1} reciprocating the affectionate gesture."
"BillyyStandbj-5","B_B_StandBJ_S5","{actor0} is standing, holding {actor1}'s head in his hands as she bends over, her mouth wrapped around his cock, deepthroating him."
"BillyyStand-2","B_B_LAFingStand_S2","{actor0} is standing behind {actor1}, who is bent over, facing away from him, as he thrusts his cock into her pussy."
"BillyyStand-3","B_B_LAFingStand_S3","{actor0} stands behind {actor1}, his penis penetrating her vulva in a vigorous vaginally sex act as she bends over at the waist, facing away from him, while he simultaneously reaches around to hold onto her arm."
"BillyyStandbj-2","B_B_StandBJ_S2","{actor0} is standing with his feet shoulder-width apart, while {actor1} is standing in front of him, bent over with her mouth wrapped around his throbbing cock, intensely sucking his dick in a passionate blowjob."
"BillyyStandface-2","B_B_StandFace_S2","{actor0} and {actor1} stand facing each other, their bodies pressed together as they share a sensual hug, with {actor0}'s arms wrapped around {actor1}. At the same time, {actor0}'s penis is inside {actor1}'s vulva as they engage in vaginal sex."
"BillyyStandbj-4","B_B_StandBJ_S4","{actor0} is standing, while {actor1} is standing with her body bent over. {actor1} is giving {actor0} a blowjob, her mouth wrapped around his dick, as he reaches out to pat her head with his hand."
"BillyyStandbj-5","B_B_StandBJ_S5","{actor0} is standing, while {actor1} is standing with her body bent over, her mouth wrapped around {actor0}'s cock as she deepthroats him, his hand grasping the back of her head as he actively thrusts into her mouth."
"BillyyStandface-5","B_B_StandFace_S5","{actor0} and {actor1} are standing, wrapped in a sensual hug with {actor0} embracing {actor1} tightly as they climax together. At the same time, they're locked in a passionate kiss, their lips pressed together in a romantic and sensual moment, while {actor0}'s penis is deep inside {actor1}'s vagina, driving them both to a thrilling orgasm."
"BillyyStand-2","B_B_LAFingStand_S2","{actor0} stands behind {actor1}, his dick buried deep in her pussy as she bends over, her feet shoulder-width apart, facing away from him."
"BillyyStand-1","B_B_LAFingStand_S1","{actor0} is standing behind {actor1}, who has her back to him, as he thrusts his cock into her pussy from behind, their bodies moving in sync as they engage in vigorous vaginal sex."
"BillyySthighf-4","B_B_SThighF_S4","{actor0} and {actor1} stand facing each other, their bodies pressed together as they share a mutual hug, with {actor0} wrapping his arms around {actor1} and {actor1} reciprocating the embrace. At the same time, {actor0} grinds his erection between {actor1}'s thighs, his penis stimulated by the warm flesh as {actor1} allows him to thrust against her."
"BillyyStanda-1","B_B_CStandA_S1","{actor0} is standing, his feet firmly on the ground, as he plunges his erection into {actor1}'s asshole from behind, while simultaneously holding her hand in a romantic gesture, with {actor1} standing facing away from him."
"BillyyStandbj-4","B_B_StandBJ_S4","{actor0} is standing upright while {actor1} is bending over in front of him, her head wrapped around his stiff member, taking him in orally as she performs a deep, intense blowjob. Meanwhile, {actor0} uses one hand to gently pat the back of {actor1}'s head."
"BillyyStandbj-5","B_B_StandBJ_S5","{actor0} stands with his feet on the ground, his erection at the ready, as {actor1} bends over in front of him, her mouth wrapping around his shaft in a deepthroat blow job. At the same time, he grasps her head, holding it in place as he actively thrusts into her mouth."
"BillyySthighf-5","B_B_SThighF_S5","{actor0} and {actor1} are standing with their feet on the ground, both climaxing. {actor0} is actively thrusting his penis between {actor1}'s thighs as she grips him tightly, her thighs working in rhythmic motion to bring him to orgasm. At the same time, they share a sensual, mutual hug, their bodies pressed together as they ride out the waves of their simultaneous peak."
"Billyy3parcspita-2","B_B_3pArcSpitA_S2","{actor0} stands with his feet on the ground, his penis thrusting into {actor2}'s mouth as she deepthroats him. Meanwhile, {actor2} is also kneeling on top of {actor1}, who lies on his back, his penis penetrating her butt as they engage in anal sex."
"BillyyL69-4","B_B_L69_S4","{actor0} lies back with her legs spread wide, while {actor1} lies front-facing away from her, their bodies forming a 69 position. {actor0} buries her face in {actor1}'s vulva, licking her clitoris with her tongue, as {actor1} simultaneously licks {actor0}'s pussy with her own tongue. Meanwhile, {actor0} wraps her arms around {actor1} in a sensual hug, while {actor1} reaches down to hold {actor0}'s leg, intensifying their intimate connection."
"Billyy3p69a-1","B_B_3p69A_S1","{actor0} is kneeling, his cock being jerked off by {actor2}, who's also kneeling and simultaneously holding his chin in a romantic gesture. At the same time, {actor2} is also giving a handjob to {actor1}, who's lying back and on the bottom, receiving the intimate attention."
"Billyy3parcspita-3","B_B_3pArcSpitA_S3","{actor0} is standing, feet firmly on the ground, as {actor2} kneels in front of him, her mouth wrapped around his shaft, going deep in a throaty kiss. Meanwhile, {actor1} lies back, on the bottom, as {actor2} also has her butt pressed against his groin, his penis sliding into her anus in a sensual, anal embrace."
"Billyy3pdoublebj-1","B_B_3pDoubleBJ_S1","{actor0}, {actor1}, and {actor2} are standing with their feet on the ground. {actor0} is rubbing {actor2}'s clitoris with his hand while she simultaneously gives handjobs to both {actor0} and {actor1}, stroking their cocks. Meanwhile, {actor1} is groping {actor2}'s butt with his hands."
"Billyy3pdoublebj-3","B_B_3pDoubleBJ_S3","{actor0} stands tall, his penis lodged in {actor2}'s mouth as she deepthroats him, her head bobbing up and down in a sloppy blowjob. At the same time, {actor2} is also jerking off {actor1} with her hand, her fingers wrapped tightly around his stiff cock, tugging it with a smooth, fluid motion."
"Billyy3pdp1-2","B_B_3pDP1_S2","{actor0} is standing, his feet firmly on the ground, as he thrusts his cock into {actor2}'s pussy while holding her leg. At the same time, {actor1} is also standing, his dick buried in {actor2}'s ass, who is suspended in mid-air, while he gently grasps her hip."
"Billyy3pdp2-1","B_B_3pDP2_S1","{actor2} is sitting on top of {actor1}, who's lying back, with her legs spread wide. Meanwhile, {actor0} is kneeling beside them, holding one of {actor2}'s legs as he thrusts his dick into her pussy, while {actor1} simultaneously pounds his cock into her ass, creating a thrilling double penetration."
"BillyyStandface-2","B_B_StandFace_S2","{actor0} and {actor1} are standing, with {actor0} thrusting his erect cock into {actor1}'s wet pussy as he wraps his arms around her, pulling her close in a sensual one-sided hug."
"Billyy3p69a-3","B_B_3p69A_S3","{actor0} is squatting, thrusting his dick into {actor2}'s ass from behind as she's on all fours on top of {actor1}, who's lying back on the bottom. Meanwhile, {actor1} is licking {actor2}'s pussy with his tongue, and {actor2} is simultaneously giving {actor1} a blowjob, her mouth wrapped around his cock."
"Billyy3p69a-4","B_B_3p69A_S4","{actor0} is squatting with his feet on the ground, thrusting his cock into {actor2}'s ass from behind as she's on all fours on top of {actor1}, who is lying back with his mouth buried in her pussy, licking her vulva with his tongue. At the same time, {actor2} is giving {actor1} a blowjob, her mouth wrapped around his dick."
"Billyy3pdoublebj-5","B_B_3pDoubleBJ_S5","{actor0} and {actor1} stand side by side as {actor2} squats in front of them, her mouth wrapped around {actor0}'s cock as she blows him, her head held in place by {actor0}'s hands. At the same time, she strokes {actor1}'s shaft with one hand, her other hand rubbing her own clit."
"Billyy3pdp1-1","B_B_3pDP1_S1","{actor0} stands with his feet on the ground, his hand clasped in {actor2}'s as they share a romantic moment. Meanwhile, {actor1} stands behind {actor2}, his erect cock penetrating her from behind in a anal sex act. At the same time, {actor2} reaches out to stroke {actor0}'s shaft with her hand, her fingers wrapped around his length."
"Billyy3pdp1-4","B_B_3pDP1_S4","{actor0} and {actor1} are simultaneously taking turns with {actor2}, who is suspended in mid-air. {actor0} is standing, thrusting his dick into {actor2}'s pussey while holding her hip, as {actor1} is also standing, ramming his cock into her ass, supporting her body with one hand, while she is getting double penetrated, her body weightless."
"Billyy3pdp2-2","B_B_3pDP2_S2","{actor0} is squatting, thrusting his cock into {actor2}'s pussy as she lies back with her legs spread wide, while {actor1} lies beneath her, his dick penetrating her ass. At the same time, {actor0} is holding {actor2}'s leg, keeping her in place as they engage in this intense double penetration."
"Billyy3pdp3-1","B_B_3pDP3_S1","{actor0} is kneeling, passionately kissing {actor2} in a romantic and sensual lip lock. At the same time, he's got his hand buried in her butt, fingering her anally, while also gently holding her head in place. Meanwhile, {actor1} is lying on his back, with {actor2} on top of him, her vulva wrapped around his erection as they engage in intense vaginal sex. As they move in sync, {actor1} tenderly holds {actor2}'s hand, a romantic gesture amidst the heated moment. Additionally, {actor2} is stroking {actor0}'s penis, giving him a handjob as he continues to kiss and finger her."
"Billyy3pdp3-2","B_B_3pDP3_S2","{actor0} is kneeling behind {actor2}, who is also on her knees, as he thrusts his dick into her ass. Meanwhile, {actor1} lies on his back, his cock buried in {actor2}'s pussy, as she rides him in a kneeling position, her hands clasped with {actor1}'s in a romantic gesture."
"Billyy3pdp3-4","B_B_3pDP3_S4","{actor0} is kneeling, penetrating {actor2}'s ass from behind as he holds onto her arm, while {actor1} lies on his back, thrusting into {actor2}'s pussy as she kneels on top of him, his hand grasping her thigh."
"Billyy3pdp4-2","B_B_3pDP4_S2","{actor0} lies back, a spectator to the scene unfolding before him. {actor2}, bent over with her feet on the ground, is fucked from behind by {actor1}, who stands with his feet on the ground, his hard dick thrusting into her wet pussy as she takes control of the pace."
"Billyy3pdp4-5","B_B_3pDP4_S5","{actor0} is lying back as {actor1} and {actor2} kneel over him, with {actor2} straddling {actor0} and simultaneously taking {actor1}'s cock from behind, getting double penetrated in a explosive dual vaginal creampie."
"Billyy3pdp4-6","B_B_3pDP4_S6","{actor0} is lying back, climaxing, as {actor2} kneels over him, impaled on his stiff cock, while also taking {actor1}'s throbbing erection from behind, her vulva filled to the brim by both men as they all reach a simultaneous orgasmic peak, with {actor1} climaxing in her from behind and {actor2} convulsing in ecstasy."
"Billyy3pffm69-4","B_B_3pFFM69_S4","{actor0} is squatting with his feet on the ground, thrusting his penis into {actor1}, who is lying back and receiving him. Meanwhile, {actor1} is simultaneously fingering {actor2}'s vulva, who is on all fours, while {actor2} is engaged in oral sex with {actor1}, her mouth around {actor1}'s vulva."
"Billyy3pffm69-5","B_B_3pFFM69_S5","{actor0} is squatting, his feet planted firmly on the ground, as he reaches the peak of pleasure, his dick thrusting into {actor1}'s pussy as she lies back, also climaxing. Meanwhile, {actor2} is on all fours, licking {actor1}'s vulva with her tongue, while also receiving oral sex from {actor1}, who is using her mouth to pleasure {actor2}'s vulva in a 69 position, creating a trifecta of ecstasy."
"Billyy3pffmbrj-2","B_B_3pFFMBRJ_S2","{actor0} stands with his feet on the ground as {actor1} kneels in front of him, her mouth wrapped around his stiff cock, performing a blowjob. At the same time, {actor2} kneels beside them, her hand busy rubbing {actor1}'s vulva, stimulating her clitoris, while her other hand holds {actor1}'s head in place."
"Billyy3pffmcg-1","B_B_3pFFMCG_S1","{actor0} is sitting, his penis is being sucked by {actor1} who is lying on her front, while he is licking {actor2}'s vulva, who is bending over with her feet on the ground."
"Billyy3pffmcg-2","B_B_3pFFMCG_S2","{actor0} sits comfortably as he passionately licks {actor2}'s vulva, savoring every moment of the intimate oral encounter. Meanwhile, {actor1} squats over {actor0}, her vulva wrapped around his erect penis as she takes control, moving actively to build up to a crescendo, all while tenderly holding hands with {actor2}, who's also squatting, her eyes locked on the scene unfolding before her."
"BillyyStand-3","B_B_LAFingStand_S3","{actor0} is standing behind {actor1}, who is bent over with her feet on the ground, facing away from him. He is having vaginal sex with her, his penis thrusting into her vulva, while simultaneously holding onto her arm with his hand."
"Billyy4pgang7-5","B_B_4pGang7_S5","{actor0} is standing, thrusting his cock into {actor3}'s pussy as she bends over, while {actor2} gets a blowjob from {actor3}, his dick being sucked by her mouth, and {actor1} gets his cock jerked off by {actor3}'s hand."
"BillyyAfGloryholestuckfuck-2","B_Billyy_GloryHoleStuckFuck_S2","{actor0} stands behind {actor1}, who bends over with her feet on the ground, as he enters her from behind, his penis sliding into her vulva in a passionate vaginal sex act."
"Billyy3pdp2-5","B_B_3pDP2_S5","{actor0} is squatting, his feet firmly on the ground, as he reaches orgasm, his penis deep inside {actor2}'s pussy. At the same time, {actor1} is lying on his back, climaxing as {actor2} rides him from on top, her butt pressed against his groin as he penetrates her anally. {actor0} and {actor2} hold hands, a romantic gesture amidst the intense pleasure, while {actor1} sensually grips {actor2}'s thigh, holding her close as they all reach a simultaneous orgasm."
"Billyy3pdp4-4","B_B_3pDP4_S4","{actor0} lies back as {actor2} squats over him, her feet planted firmly on the ground, actively riding his dick. At the same time, {actor1} kneels beside them, his cock thrusting into {actor2}'s pussy from a different angle, as she takes on both men simultaneously."
"Billyy3pffm69-1","B_B_3pFFM69_S1","{actor0} is kneeling, while {actor1} is lying back with her feet on the ground, and {actor2} is on all fours. {actor0} is fingering {actor1}'s pussy, {actor1} is licking {actor2}'s vulva, {actor2} is giving {actor0} a handjob, and simultaneously licking his balls."
"Billyy3pffm69-3","B_B_3pFFM69_S3","{actor0} is kneeling beside {actor1}, who is lying back as he thrusts his dick into her pussy. Meanwhile, {actor2} is on all fours, licking {actor1}'s vulva with her tongue, while {actor1} returns the favor, eating out {actor2}'s vulva with her mouth."
"Billyy3pffmbrj-1","B_B_3pFFMBRJ_S1","{actor0} stands with his feet on the ground, his cock being jerked off by both {actor1} and {actor2}, who are kneeling in front of him, each one grasping his shaft in their hands, simultaneously pleasuring him."
"Billyy3pffmcg-3","B_B_3pFFMCG_S3","{actor0} is lying back with his feet on the ground, his penis is being rode by {actor1}, who is squatting on top of him, actively thrusting her hips. At the same time, {actor0} is using his tongue to lick {actor2}'s vulva, as she kneels in front of him, receiving oral pleasure."
"Billyy3pffmdog-1","B_B_3pFFMDog_S1","{actor0} is kneeling, thrusting his cock into {actor1}'s pussy as she kneels facing him, while he simultaneously pulls her hair. Meanwhile, {actor2} stands with her feet on the ground, her hand rubbing her own clit, pleasuring herself as she watches the other two."
"Billyy3pffmdog-2","B_B_3pFFMDog_S2","{actor0} is kneeling, thrusting his cock into {actor1}'s pussy as she kneels facing him, his hand grasping her arm. Meanwhile, {actor1} is passionately licking {actor2}'s vulva, who stands with her feet on the ground, actively guiding {actor1}'s head with her hand."
"Billyy3pffmdog-5","B_B_3pFFMDog_S5","{actor0} is kneeling, his dick thrusting into {actor1}'s pussy as they both reach a shuddering orgasm. Meanwhile, {actor1} is lying on her front, her hand grasping {actor2}'s hip, holding her close as she licks {actor2}'s vulva, bringing her to a screaming climax."
"Billyy3pffmdogside-4","B_B_3pFFMDogSide_S4","{actor0} is kneeling, thrusting his cock into {actor2} from behind as she's on all fours, their bodies slamming together in a frantic rhythm. Meanwhile, {actor1} is also on all fours, her hand moving swiftly over her own vulva, bringing herself closer to a shuddering orgasm."
"Billyy3pffmdogside-6","B_B_3pFFMDogSide_S6","{actor0} kneels on the ground, his dick thrusting into {actor2} from behind as she's on all fours, while he simultaneously fingers {actor1}, who's also on all fours, as {actor1} and {actor2} hold hands."
"Billyy3pffmdogside-7","B_B_3pFFMDogSide_S7","{actor0} is on his knees, thrusting his cock into {actor2}'s pussy as she's on all fours, hitting her G-spot and sending her into a state of ecstasy. At the same time, {actor1} is also on all fours, right next to them, as {actor0} reaches his own orgasmic peak, exploding in a frenzy of pleasure."
"Billyy3pffmdogside-8","B_B_3pFFMDogSide_S8","{actor0} is kneeling, thrusting his cock into {actor1}, who is on all fours, as {actor2} also on all fours, holds {actor1}'s hand, creating an intimate connection between them amidst the intense sex action."
"Billyy3pffmdogside-9","B_B_3pFFMDogSide_S9","{actor0} is kneeling on the ground, his dick thrusting into {actor1}'s pussy as she's on all fours, both of them climaxing in unison. At the same time, {actor0} wraps his arms around {actor1} in a sensual hug, pulling her close. {actor1} and {actor2} share a romantic and sensual kiss, their lips locked in passion, as {actor2} also gently holds {actor1}'s hand, adding to the intimacy of the moment."
"Billyy3pffmfacefuck-1","B_B_3pFFMFacefuck_S1","{actor0} stands with his feet on the ground, his penis stuffed deep into {actor1}'s mouth as she kneels before him, deepthroating him with fervor, while he grasps the back of her head, guiding her movements. Meanwhile, {actor2} kneels beside them, her hand wrapped around {actor1}'s arm, holding it in a gentle yet firm grip."
"Billyy3pffmfacefuck-3","B_B_3pFFMFacefuck_S3","{actor0} stands with his feet shoulder-width apart, his erect cock thrust into {actor1}'s mouth as she kneels before him, deepthroating his shaft. Meanwhile, {actor2} kneels beside them, her hand grasping the back of {actor1}'s head, holding it in place as {actor1} sucks {actor0}'s dick."
"Billyy3pffmfacefuck-4","B_B_3pFFMFacefuck_S4","{actor0} stands with his feet on the ground, his cock buried in {actor1}'s mouth as she kneels before him, her head held firmly in place by {actor2}, who kneels beside her, grasping {actor1}'s head with her hand, forcing her to deepthroat {actor0}'s shaft."
"Billyy3pffmfacefuck-5","B_B_3pFFMFacefuck_S5","{actor0} stands with his feet on the ground, his dick exploding in a frenzy of orgasmic release. {actor1} is kneeling, her mouth wrapped around {actor0}'s cock as she deepthroats him, while {actor2} kneels beside her, holding {actor1}'s head and neck in place, actively driving the oral penetration."
"Billyy3pffmholda-3","B_B_3pFFMHoldA_S3","{actor0} stands with his feet on the ground, his penis penetrating {actor1}'s butt from behind as she's suspended in the air. At the same time, he's holding her leg, while {actor2} kneels beside them, sensually holding {actor1}'s thigh with one hand and using her tongue to lick {actor1}'s vulva, providing a sensual and intimate touch."
"Billyy3pffmmis-2","B_B_3pFFMMis_S2","{actor0} is kneeling between {actor1}'s legs as he plunges his cock into her pussy, holding her leg in the process. Meanwhile, {actor1} is lying back, her eyes closed in ecstasy, while {actor2} is kneeling beside her, her face buried between {actor2}'s thighs, enthusiastically licking her vulva with her tongue."
"Billyy3prcgspit-1","B_B_3pRCGSpit_S1","{actor2} is kneeling, positioned on top, as she simultaneously gives handjobs to {actor0}, who is standing with his feet on the ground, and {actor1}, who is lying back on the bottom, fondling their cocks with her hands."
"Billyy3pffmholda-2","B_B_3pFFMHoldA_S2","{actor0} stands with his feet on the ground, his cock thrusting into {actor1}'s ass from behind as he holds her neck with one hand. Meanwhile, {actor2} stands beside them, gently rubbing {actor1}'s clit with her fingers, while also holding onto {actor1}'s leg for support. {actor0} wraps his free arm around {actor1}, pulling her close in a one-sided hug, as they all stand there, lost in the heat of the moment."
"Billyy3pffmmisf-1","B_B_3pFFMMisF_S1","{actor0} stands with his feet shoulder-width apart, his hands grasping {actor1}'s head as she kneels in front of him, her mouth wrapped around his stiff cock, sucking him off with energetic bobbing motions. At the same time, {actor2} sits beside them, her fingers deftly rubbing {actor1}'s clit, adding to her pleasure as she services {actor0}."
"Billyy3pkneelspit-2","B_B_3pKneelSpit_S2","{actor0} is standing with his feet on the ground, while {actor1} is kneeling beside him, getting a blowjob from {actor2}, who is also on her knees. At the same time, {actor1} is thrusting his dick into {actor2}'s pussy from behind, holding onto her body as he fucks her."
"Billyy3pkneelspit-5","B_B_3pKneelSpit_S5","{actor0} stands with his feet on the ground, his body tensed in the throes of orgasm, as he reaches out to grasp {actor2}'s head. Meanwhile, {actor1} kneels beside them, his dick thrusting into {actor2}'s pussy as she kneels with her legs spread, also climaxing. At the same time, {actor1} holds onto {actor2}'s arm, while {actor2} takes {actor0}'s cock deep into her throat, giving him a sloppy blowjob."
