"ostim_id","sexlab_id","description"
"OStim2PStandingSquattingToStandingApartMF","\N","{actor0} is standing upright with his feet shoulder-width apart, while {actor1} is squatting down in front of him, her legs bent at a 90-degree angle, her face at groin level. No one is engaging in any explicit activity at this moment."
"OStim2PStandingSquattingMF","\N","{actor0} stands with his feet shoulder-width apart, while {actor1} squats down in front of him, her eyes fixed on his groin, both of them paused in anticipation of their next intimate encounter. The air is electric with expectation as they wait for the moment to ignite their passion."
"OStim2PStandingVampireBiteMaleToDrainedFemaleMF","\N","{actor0} stands tall, his feet firmly planted on the ground, while {actor1} sways slightly, her eyes drooping as she stands beside him in a drowsy state. Neither of them are actively engaging in any physical activity, simply standing together."
"OStim4PStandingMMFF","\N","{actor0}, {actor1}, {actor2}, and {actor3} are all standing with their feet firmly on the ground, momentarily idle as they anticipate the next stage of their intense encounter. The air is thick with anticipation as these four consenting adults stand together, ready to delve into their next erotic adventure."
"OStim5PLyingMFFFF","\N","{actor0} lies back, relaxed, as {actor1} reclines beside him, while {actor2} and {actor3} sit nearby, and {actor4} lounges on her back, all of them anticipating their next erotic engagement. The atmosphere is calm, with no sexual activity currently underway."
"OStim4PStandingMMMF","\N","{actor0}, {actor1}, {actor2}, and {actor3} stand idly, their eyes gleaming with anticipation as they poised for their upcoming erotic escapade. The air is thick with expectation, their bodies tense with readiness, as the four participants wait for the next move."
"OStim5PStandingMMMMF","\N","{actor0}, {actor1}, {actor2}, {actor3}, and {actor4} stand idly, anticipation hanging in the air as they wait for the next erotic encounter to unfold."
"OStimBench2PBothSittingMF","\N","{actor0} is sitting on the bench, while {actor1} sits beside him, both of them seemingly anticipating their next erotic encounter. The atmosphere is idle, with no immediate action unfolding between them."
"OStim5PLyingMMMMF","\N","{actor0}, {actor1}, {actor2}, and {actor3} are all lounging around, with {actor0} and {actor1} lying back, while {actor2} and {actor3} sit beside them, all eyes on {actor4}, who's lying back, ready for the action to begin. The air is thick with anticipation as they all wait for their next move."
"OStimBench2PBothSittingFF","\N","{actor0} and {actor1}, both women, sit side by side on a bench, anticipating their next erotic encounter, exuding an air of expectation and desire."
"OStim5PStandingMFFFF","\N","{actor0} stands with his feet firmly on the ground, surrounded by {actor1}, {actor2}, {actor3}, and {actor4}, all of whom are also standing, anticipating their next erotic encounter. The air is filled with expectation as they wait for the opportunity to engage in a passionate and intimate experience together."
"OStim2PDoggyIdleMF","\N","{actor0} is kneeling beside {actor1}, who is on all fours with her back to him, both poised and ready for their next erotic encounter, their anticipation palpable."
"OStim2PSittingMF","\N","{actor0} is sitting, his eyes fixed on {actor1}, who is also seated, both of them anticipating their next intimate escapade."
"OStim2PStandingApartHandjobMF","\N","{actor0} is standing with his feet on the ground, while {actor1} is standing in front of him, her hand wrapped around his shaft, giving him a handjob. Her strokes are smooth and deliberate, focused on bringing him pleasure."
"OStim2PStandingApartFemaleBehindMF","\N","{actor0} stands with his feet shoulder-width apart, facing away, while {actor1} stands beside him, both of them seemingly anticipating their next move, their bodies tense with expectation."
"OStim2PStandingApartMM","\N","{actor0} and {actor1}, two dudes, are standing on the ground, feet planted firmly, just chillin' and waiting for their next erotic escapade to kick off."
"OStim2PStandingApartMF","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, eagerly anticipating their next intimate encounter. The air is charged with anticipation as they wait for the moment to engage in a passionate exchange."
"OStim2PStandingGropingBreastsFromBehindMF","\N","{actor0} stands behind {actor1}, who has her back to him, and sensually gropes her breasts with his hands."
"OStim2PStandingHoldingToApartMF","\N","{actor0} and {actor1} are standing facing each other, their bodies close together. Neither is engaging in any explicit activity, simply standing in a state of quiet intimacy."
"OStim2PStandingHugFromBehindMF","\N","{actor0} stands with his feet firmly on the ground, wrapping his arms around {actor1} in a sensual one-sided hug, as she stands facing away from him, her back pressed against his chest."
"OStim2PStandingSpankMF","\N","{actor0} is standing with his feet on the ground, holding {actor1}'s body as they stand facing him, their bodies pressed together."
"OStim2PStandingKneelingFemaleBehindMF","\N","{actor0} stands with his feet shoulder-width apart, facing away from the scene, while {actor1} kneels beside him, her eyes fixed on him with anticipation, both of them poised and ready for their next erotic encounter. The air is charged with expectation as they wait for the moment to ignite their passion."
"OStim2PStandingSpankIdleMF","\N","{actor0} is standing behind {actor1}, who has her feet on the ground, bent over and facing away from him, as he grasps her body from behind, holding her in place."
"OStim1PStandingF","\N","{actor0}, a woman, stands with her feet shoulder-width apart, awaiting her next encounter with an air of anticipation. Her eyes seem to gleam with expectation, as if she's ready to dive into her next sensual experience at a moment's notice."
"OStim2PKneelingLyingFF","\N","{actor0} is kneeling beside {actor1}, who's lying back, as they romantically hold hands, both of them seemingly eager and anticipating their next sexual escapade."
"OStim2PKneelingLyingFrontMM","\N","{actor0} is kneeling beside {actor1}, who lies back, as {actor0} gently holds {actor1}'s body, both men anticipating their upcoming intimate encounter."
"OStim2PKneelingLyingMM","\N","{actor0} is kneeling beside {actor1}, who's lying on his back, while {actor0} gently holds {actor1}'s leg, both of them seemingly anticipating their next passionate encounter."
"OStim2PKneelingLyingToLyingKneelingMM","\N","{actor0} and {actor1} are both on their knees, facing each other in a mirrored stance, their bodies positioned in a state of anticipation, but no physical interaction is occurring between them at this moment."
"OStim2PStandingApartToHandHoldingLowMF","\N","{actor0} and {actor1} are standing facing each other, simply standing still with no active actions taking place between them."
"OStim2PStandingHandHoldingHighMF","\N","{actor0} and {actor1} stand facing each other, hands clasped together in a tender hold, their bodies close in a romantic stance."
"OStim2PStandingHandHoldingKissMF","\N","{actor0} and {actor1} stand facing each other, their lips locked in a romantic and sensual kiss as they hold hands, the intimacy between them palpable."
"OStim2PStandingHandHoldingLowMF","\N","{actor0} and {actor1} stand facing each other, hands clasped together in a romantic gesture, their eyes locked in a loving gaze."
"OStim2PStandingHoldingToHoldingFromBehindMF","\N","{actor0} is standing, holding {actor1}'s body, while she is also standing, as they maintain a intimate grasp on each other."
"OStim2PStandingVampireBiteFemaleToDrainedMaleMF","\N","{actor0} and {actor1} are standing facing each other, both with their feet planted firmly on the ground, with {actor0} looking a bit drowsy. Neither of them is currently engaged in any active actions."
"OStim2PUndressBottom0MF","\N","{actor0} is standing tall, while {actor1} is squatting down in front of him, both of them frozen in a moment of anticipation, with the air thick with tension as they begin to undress each other."
"OStim2PStandingVampireBiteFemaleMF","\N","{actor0} stands with his feet planted firmly on the ground, while {actor1} stands facing him, her feet also on the ground. She leans in, her lips brushing against his neck as she sinks her teeth into his skin in a seductive, sensual vampire bite, holding his head in place with one hand and grasping his arm with the other."
"OStim2PUndressBoots1MF","\N","{actor0} and {actor1} stand facing each other, both with their feet planted firmly on the ground, as they begin to undress, their eyes locked in a sensual gaze. The air is charged with anticipation as they slowly reveal their bodies to each other."
"OStim2PStandingVampireBiteMaleMF","\N","{actor0} stands facing {actor1}, his feet planted firmly on the ground, as he sinks his fangs into her neck in a sensual, seductive vampire bite. Meanwhile, he holds her head in place with one hand and wraps the other around her body, pulling her close."
"OStim2PUndressBottom1MF","\N","{actor0} and {actor1} stand facing each other, both casually standing with their feet on the ground as they begin undressing."
"OStim2PUndressingHub0MF","\N","{actor0} is standing upright, while {actor1} is squatting down low, both of them momentarily idle as they anticipate their next move."
"OStim2PUndressingHub1MF","\N","{actor0} and {actor1} stand facing each other, their feet firmly on the ground, anticipation hanging in the air as they pause momentarily, awaiting the next move in their intimate encounter."
"OStim2PUndressGloves1MF","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground. They are in the process of undressing, slowly revealing their bodies to each other."
"OStim2PUndressTop1MF","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, as they slowly begin to undress, their eyes locked in a sensual gaze."
"OStim3PLyingFFF","\N","{actor0} lies back, relaxed, while {actor1} and {actor2} kneel beside her, anticipation building in the air as they await the start of their intimate encounter."
"OStim3PLyingMFF","\N","{actor0} lies back, {actor1} and {actor2} kneel beside him, their faces filled with anticipation, the air thick with anticipation as they wait for the next move, the trio poised on the brink of a sensual encounter."
"OStim3PLyingMMF","\N","{actor0}, {actor1}, and {actor2} are all lying back, anticipating their next moves, with {actor0} and {actor1} ready to engage and {actor2} prepared to receive. The tension is palpable as they wait for the action to begin."
"OStim2PUndressHead1MF","\N","{actor0} and {actor1} stand facing each other, both on their feet, in the process of undressing, their eyes locked on each other as they slowly reveal their naked bodies. The air is tense with anticipation as they disrobe, their movements deliberate and sensual."
"OStim3PLyingMMM","\N","The three men are poised in anticipation, {actor0} lying back, while {actor1} and {actor2} kneel beside him, all three ready to engage in their next erotic endeavor."
"OStim3PStandingMMF","\N","{actor0}, {actor1}, and {actor2} are standing with their feet on the ground, poised and ready for their next erotic encounter, their anticipation palpable as they await the signal to engage in the next thrilling act."
"OStim3PStandingFFF","\N","Three women, {actor0}, {actor1}, and {actor2}, stand with their feet planted firmly on the ground, all poised and ready for their upcoming intimate encounter. The atmosphere is electric with anticipation as they wait for the moment to engage in their anticipated sex acts."
"OStim3PStandingMMM","\N","{actor0}, {actor1}, and {actor2} are standing side by side with their feet firmly on the ground, all awaiting their cue to engage in their next erotic encounter, their eyes fixed on something ahead, radiating anticipation."
"OStim4PLyingMFFF","\N","{actor0} lies back, while {actor1} and {actor3} also recline, and {actor2} sits nearby, all of them anticipating their upcoming involvement in a steamy encounter. The atmosphere is tense with expectation as they wait for the action to begin."
"OStim3PStandingMFF","\N","{actor0}, {actor1}, and {actor2} stand idle, feet firmly on the ground, anticipation hanging in the air as they await the next move in their upcoming encounter. The trio exudes an air of eagerness, ready to dive into their next explicit escapade."
"OStim2PLyingKneelingMF","\N","{actor0} lies back while {actor1} kneels beside him, her hand gently holding his thigh in a romantic gesture, the tension between them palpable as they anticipate their next intimate encounter."
"OStim2PStandingApartToSittingMF","\N","{actor0} is in a standing position, while {actor1} also stands beside him, though the scene remains stagnant, with no intimate actions unfolding between them."
"OStim2PStandingApartToStandingSquattingMF","\N","{actor0} and {actor1} are standing face-to-face, their bodies close but not yet entwined, the tension palpable between them."
"OStim2PStandingApartToVampireBiteFemaleMF","\N","{actor0} and {actor1} are standing facing each other, both on their feet, with no physical contact or intimate activity occurring between them."
"OStim2PStandingApartToVampireBiteMaleMF","\N","{actor0} and {actor1} are standing facing each other, with their feet planted firmly on the ground, in a moment of stillness."
"OStim2PStandingCloseFF","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, their bodies tense with anticipation as they wait for their next erotic encounter. The air is electric with expectation as they eagerly await the moment when they can indulge in passion together."
"OStim2PStandingHandjobRKissMF","\N","{actor0} and {actor1} stand facing each other, their lips locked in a passionate kiss. As they kiss, {actor1}'s hand grasps {actor0}'s erect shaft, her fingers stroking his throbbing cock in a sensual handjob, while {actor0}'s arms wrap around {actor1}'s body, holding her close."
"OStim2PStandingHeadPattingMF","\N","{actor0} is standing, gently patting {actor1}'s head as she stands before him, her face tilted upwards."
"OStim2PStandingHandHoldingToApartMF","\N","{actor0} and {actor1} are standing facing each other, their bodies inches apart, the tension between them palpable. Neither of them makes a move, the air thick with anticipation."
"OStim2PStandingHoldingChinHugMF","\N","{actor0} and {actor1} are standing, embracing each other sensually. {actor0} gently holds {actor1}'s chin, a romantic gesture."
"OStim2PStandingHugMF","\N","{actor0} stands embracing {actor1} in a sensual hug, his arms wrapped around her body as she stands there."
"OStim2PStandingKissFingeringMF","\N","{actor0} and {actor1} stand facing each other, their lips locked in a passionate kiss. As they kiss, {actor0}'s hands are busy, one of them gently holding {actor1}'s head while the other slips between her legs, his fingers sliding into her warm pussy, expertly fingering her vulva."
"OStim2PStandingKissEmbraceMF","\N","{actor0} and {actor1} stand facing each other, their lips intertwined in a romantic and sensual kiss. At the same time, they wrap their arms around each other, sharing a sensual hug, their bodies pressed together in a warm embrace."
"OStim4PLyingMMFF","\N","{actor0} and {actor1} are lying back, relaxing, while {actor2} sits nearby, and {actor3} is also lying back, all of them seemingly anticipating their next move, their bodies ready for action. The atmosphere is idle, with an air of expectation, as they wait for the scene to unfold."
"OStim1PBathingHubStandingM","\N","{actor0} is standing with his feet planted firmly on the ground, patiently waiting for his next sexual encounter, his boner at the ready."
