"ostim_id","sexlab_id","description"
"OA3PP_3PMatingPressF1Embrace","\N","{actor0} is squatting over {actor1}, who's lying back, as he thrusts his cock into her pussy in a passionate vaginal sex act. At the same time, they're sharing a sensual, romantic kiss, their lips locked in a deep, erotic embrace. Nearby, {actor2} lies back, her chest heaving with heavy breathing, her body visibly aroused."
"OA3PP_3PSittingHoldingCuddle","\N","{actor0} is chillin' in a sitting position, {actor1} is also sitting pretty, while {actor2} is lying back, catching some Z's, letting out soft sleeping sounds, as all three of them patiently wait for their next erotic escapade."
"OA3PP_3PSquattingFellatioKissing","\N","{actor0} is standing with his feet on the ground, his erection in {actor1}'s mouth as they perform a blowjob, sucking his cock with enthusiasm. Meanwhile, {actor2} is standing beside them, passionately kissing {actor0}, tongues intertwined in a sensual lip-lock."
"OA3PP_3PLyingTogetherIdleKissF1HJ","\N","{actor0} is lying on his back, while {actor1} lies on top of him, their lips locked in a romantic and sensual kiss. At the same time, {actor2} is lying beside them and is giving {actor0} a sexual handjob, stroking his throbbing cock."
"OA3PP_3PSpooningSleepingHandsBehindHead","\N","{actor0} is lying on their back, while {actor1} and {actor2} are lying on their sides, all three of them fast asleep, with {actor1} and {actor2} sleeping soundly."
"OA3PP_3PBackAndFingering","\N","{actor0} is kneeling behind {actor2}, who's on all fours, as he thrusts his cock into her pussy in a doggystyle position. At the same time, {actor0} is also fingering {actor1}'s vagina, who's also on all fours beside {actor2}, while {actor1} is breathing heavily."
"OA3PP_3PComeOnBreasts","\N","{actor0} stands with his feet on the ground, furiously stroking his cock as he masturbates. Meanwhile, {actor1} and {actor2} kneel beside him, both teasing him with seductive moves. As {actor0} reaches his peak, he unleashes a burst of cum onto {actor1}'s chest and then again onto {actor2}'s chest. {actor1} can't help but let out heavy, labored breaths, her chest heaving with excitement."
"OA3PP_3PSpreadLegsLickF2","\N","{actor0} is squatting between the two women, his mouth locked on {actor2}'s vulva as he laps at her with his tongue, while his fingers plunge into {actor1}'s pussy, making her moan. Meanwhile, {actor2}'s chest heaves with ragged breaths as she's eaten out, her eyes closed in ecstasy."
"OA3PP_3PSpreadLegsClitorisRub","\N","{actor0} is squatting, his hand buried between {actor1}'s legs as he fingers her vulva, while also simultaneously fingering {actor2}'s pussy. {actor1} and {actor2} are both lying back, {actor2} panting heavily as she's being pleasured."
"OA3PP_3PStandingKissF2HoldF1Hand","\N","{actor0} and {actor2} are standing with their feet on the ground, passionately exchanging a romantic and sensual kiss, while {actor1} stands nearby, watching with anticipation."
"OA3PP_3PStandingIdle","\N","{actor0}, {actor1}, and {actor2} stand idly, feet planted firmly on the ground, their bodies relaxed as they anticipate the upcoming sexual activity, their eyes fixed on each other with an air of expectation."
"OA3PP_3PStandingRearSexF2HoldF1","\N","{actor0} is standing, ramming his stiff cock into {actor1}'s wet pussy from behind as she's bent over, facing away. Meanwhile, {actor2} is standing nearby, watching with bated breath, her own arousal building as she teases herself, her heavy breathing the only sound aside from the thrusting and moaning."
"OA3PP_DoubleFellatio","\N","{actor0} stands with his feet on the ground, his dick erect, as {actor1} and {actor2} kneel in front of him, both taking turns sucking and licking his cock, {actor1} sucking the shaft while {actor2} licks the head, both of them giving him a fierce and intense blowjob."
"OA3PP_3PMaleLyingHJPlusKissing","\N","{actor0} lies back as {actor1} sits beside him, stroking his shaft with their hand in a sensual handjob. Meanwhile, {actor2} sits nearby, locking lips with {actor0} in a romantic and sensual kiss. {actor1} teases {actor0}, their heavy breathing a testament to their own arousal."
"OA3PP_3PLyingHandholdingDoubleHJ","\N","{actor0} lies back as {actor1} and {actor2} lie beside him, both giving him a handjob with their hands wrapped around his throbbing cock. The air is electric with anticipation as {actor1} and {actor2} tease {actor0}, expertly bringing him closer to the edge of ecstasy, their touch sending shivers down his spine, while {actor1}'s own breathing becomes heavier, lost in the heat of the moment."
"OA3PP_3PBackAndKissingVar1BreastGrab","\N","{actor0} is kneeling behind {actor1}, who is also on her knees, as they engage in a passionate doggystyle sex act, with {actor1} taking the lead. At the same time, {actor0} is fondling {actor2}'s breasts, who is on all fours, while sharing a romantic and sensual kiss with her."
"OA3PP_3PStandingKissF2","\N","{actor0} and {actor2} are standing with their feet on the ground, locked in a passionate and sensual kiss, their lips intertwined in a romantic embrace. Meanwhile, {actor1} stands by, awaiting their turn to join in on the intimate action."
"OA3PP_3PStandingRearSexF1ReturnsHoldF2","\N","{actor0} stands behind {actor1}, who's bent over and facing away from him, as he thrusts his cock into her pussy. Meanwhile, {actor2} stands nearby, masturbating her own vulva and breathing heavily."
"OA3PP_3PStandingHJAndKiss","\N","{actor0} is standing, getting a handjob from {actor1} who is also standing, while simultaneously sharing a passionate kiss with {actor2} who is standing beside him, as all three await their next carnal encounter, their anticipation palpable in the air."
"OA3PP_3PStandingKissF1","\N","{actor0}, {actor1}, and {actor2} are standing with their feet on the ground, surrounded by an air of anticipation. {actor0} and {actor1} are engaged in a passionate, sensual kiss, their lips locked in a romantic embrace as they eagerly await their next sexual encounter."
"OA3PP_3PStandingRearSexF2HoldF1_Climax","\N","{actor0} is standing behind {actor1}, who is bent over and facing away from him, as he thrusts his cock into her pussy. At the same time, {actor1} reaches her orgasm, her body shuddering with a intense release, while {actor2} stands nearby, her chest heaving with heavy breathing."
"OA3PP_3PStandingRearSexF1Returns","\N","{actor0} is standing behind {actor1}, who is bent over and facing away from him, as he thrusts his penis into her vulva. {actor2} stands by, her chest heaving with heavy breathing."
"OA3PP_3PStandingHuggingHJ","\N","{actor0} is standing with his feet on the ground, his cock being jerked off by {actor1} who's also standing, while {actor2} is standing next to them, fondling {actor0}'s balls. {actor1} is panting heavily, seemingly getting turned on by the action, and {actor2} is teasing {actor0}, building up the anticipation."
"OA3PP_3PStandingKissF1HoldF2Hand","\N","{actor0}, {actor1}, and {actor2} stand side by side, their feet planted firmly on the ground. {actor0} and {actor1} share a romantic and sensual kiss, their lips locked in a passionate embrace, while {actor2} looks on, anticipation building in their eyes, all three of them eager for their next erotic encounter."
"OA3PP_3PStandingCuddle_Embrace","\N","{actor0} stands tall, warmly embracing {actor1} and {actor2} in a sensual hug, showing affection. Meanwhile, {actor1} and {actor2} stand still, their eyes closed, fast asleep, and their head items lying on the ground next to them, removed by their own hands."
"OA3PP_3PStandingRearSex","\N","{actor0} is standing, thrusting his cock into {actor1}'s pussy from behind as she bends over, facing away from him. At the same time, {actor0} is fingering {actor2}'s snatch, who is also bent over and facing away, her chest heaving with heavy breathing."
"OA3PP_3PStandingCuddle_LookF2","\N","{actor0}, {actor1}, and {actor2} are standing, all eyes on each other with anticipation. {actor1} and {actor2} are holding hands with {actor0} in a romantic manner, while {actor2} is playfully teasing and {actor1} is breathing heavily, their excitement palpable as they all crave their next intimate encounter."
"OA3PP_DoubleTongueFellatio","\N","{actor0} stands with feet on the ground, his penis getting simultaneous blowjobs from {actor1} and {actor2}, both of whom are kneeling, as they enthusiastically lick his shaft in unison."
"OA3PP_Ace3PCowgirlAndCunnilingus","\N","{actor1} is kneeling over {actor0}, who's lying back, as she rides his cock in a passionate cowgirl position. At the same time, {actor0} is eating out {actor2}, who's also kneeling, as she receives cunnilingus, her face contorted in ecstasy, while {actor2} is heavily breathing, clearly turned on by the intense scene unfolding before her."
"OA3PP_4PStandingIdle","\N","{actor0} stands tall, surrounded by three women, {actor1}, {actor2}, and {actor3}, all of whom are also standing, their eyes fixed on him with anticipation, their bodies poised and ready for the next erotic development."
"OA3PP_3PStandingCuddle_LookF1","\N","{actor0} is standing, holding hands with both {actor1} and {actor2}, who are also standing, in a romantic and intimate gesture. Meanwhile, {actor1} is playfully teasing and {actor2} is heavily breathing, as they all eagerly anticipate their next lustful encounter."
"OA3PP_3PStandingCuddle_Loop","\N","{actor0}, {actor1}, and {actor2} are standing together, with {actor0} holding hands with both {actor1} and {actor2} in a romantic gesture, their heavy breathing betraying their anticipation for their next erotic encounter."
"OA3PP_4PStandingRearSex","\N","{actor0} is standing, his feet shoulder-width apart, as he fucks {actor1} from behind, his dick thrusting in and out of her pussy. At the same time, he's fingering {actor2} and {actor3}, both of whom are bent over and facing away from him, their asses in the air, as {actor2} lets out heavy, labored breaths."
"OA3PP_3PStandingGropingBreasts","\N","{actor0} stands between {actor1} and {actor2}, both of whom are also standing, as he sensually gropes {actor1}'s breasts with one hand and {actor2}'s breasts with the other. Meanwhile, {actor1} is breathing heavily."
"OA3PP_3PTripleKiss","\N","{actor0}, {actor1}, and {actor2} stand with their feet on the ground, locked in a passionate three-way kiss, their tongues intertwined as they breathe heavily, {actor0} and {actor1} sharing a romantic and sensual kiss while {actor2} joins in, their mouths meshed together in a fervent lip-lock."
