"ostim_id","sexlab_id","description"
"MNBV69","\N","{actor0} kneels over {actor1}, who lies back, as they engage in a passionate 69. {actor0} rubs {actor1}'s clitoris with her hand, while {actor1} licks {actor0}'s vulva with her tongue, both women lost in the pleasure of the moment."
"MNBVBedLyingSide","\N","{actor0} lies on her side, her thigh being held by {actor1}, who is lying back, her hand grasping gently, a romantic gesture filled with anticipation as they both eagerly await their next intimate encounter."
"MNBVKneelingLyingLean","\N","{actor0} is kneeling beside {actor1}, who is lying back, as {actor0} gently cradles {actor1}'s head in her hands, both women eagerly anticipating their next intimate encounter."
"MNBVKneelingLyingKissFingering2","\N","{actor0} is kneeling beside {actor1}, who's lying back, and is sensually kissing her neck while simultaneously rubbing her clitoris with her hand, sending waves of pleasure through her vulva."
"MNBVHoldingHandsFingering2","\N","{actor0} and {actor1} are standing face to face, their feet planted firmly on the ground. {actor0} is sensually fingering {actor1} with her mouth while simultaneously rubbing {actor1}'s clit with her hand, as {actor1} reciprocates by rubbing {actor0}'s vulva with her own hand."
"MNBVGoToStandingSideways","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, their bodies upright in a standing position, momentarily paused in a transitional moment."
"MNBVLyingKneeling","\N","{actor0} is kneeling beside {actor1}, who is lying back, both women seemingly paused in anticipation of their next move, their eyes locked on each other with undeniable tension, the air thick with lesbian desire."
"MNBVSittingLyingRub2","\N","{actor0}, seated beside {actor1} who's lying back, reaches out to gently rub {actor1}'s vulva, specifically stimulating her clitoris, in a sensual and intimate moment between the two women."
"MNBVGoToBedLyingSideRev","\N","{actor0} is lying on her side next to {actor1}, who is lying back with her back against the surface, both women are positioned in a relaxed state, not currently engaging in any active intimate activities."
"MNBVWallGoToPearlDiving","\N","{actor0} and {actor1} stand facing each other, their feet planted firmly on the ground, bodies upright against the wall."
"MNBVStandingHug2","\N","{actor0} and {actor1} stand together, embracing each other in a warm hug, their bodies pressed together in a affectionate cuddle, both of them standing with their feet firmly on the ground."
"MNBVWallKiss2","\N","{actor0} and {actor1} are standing against the wall, their bodies pressed together as they engage in a passionate, romantic, and sensual kiss, their tongues dancing together. At the same time, they're both licking each other's faces, savoring the taste of their lover's skin."
"MNBVUndressTop","\N","{actor0} and {actor1} stand facing each other, their feet planted firmly on the ground, as they share a romantic and sensual kiss, their lips locked in a passionate embrace."
"MNBVWallPearlDiving","\N","{actor0} is kneeling with her feet on the ground, her face buried between {actor1}'s legs, who is standing with her feet shoulder-width apart, as {actor0} licks her vulva with her tongue, performing a sensual oral sex act."
"MNBVWallPearlDiving2","\N","{actor0} kneels in front of {actor1}, who stands with her back against the wall, as {actor0}'s tongue darts in and out of {actor1}'s pussy, performing a sloppy cunnilingus that's driving {actor1} wild."
"MNBVStandingSideways","\N","{actor0} and {actor1} stand facing each other, their bodies pressed together as they share a tender moment. {actor0} wraps her arms around {actor1}, holding her close, while {actor1} reciprocates by embracing {actor0}. They also clasp hands, their fingers intertwining in a romantic gesture."
"MNBVKissOnTheCheek","\N","{actor0} and {actor1} are standing face-to-face, their lips locked in a passionate kiss, their bodies swaying slightly as they transition into a more intimate moment."
"MNBVHoldingHandsKiss","\N","{actor0} and {actor1} stand facing each other, their feet firmly on the ground, as they share a passionate, sensual kiss, their lips locked in a romantic embrace, both women visibly aroused and anticipating their next intimate encounter."
"MNBV691","\N","{actor0} is on all fours, while {actor1} lies back beneath her, and they engage in a passionate 69. {actor0} is licking {actor1}'s vulva with her tongue, as {actor1} simultaneously reciprocates, orally pleasuring {actor0}'s vagina."
"MNBVKneelingLyingKiss","\N","{actor0} and {actor1} are engaged in a romantic and sensual kiss, with {actor0} kneeling beside {actor1}, who is lying back, their lips locked in a passionate and intimate embrace."
"MNBVBenchBothSittingNeckDevour","\N","{actor0} and {actor1} sit together on a bench, their bodies close as they share an intimate moment. {actor1} gently sinks her teeth into {actor0}'s skin, a sensual and seductive vampire bite, as she wraps her arms around {actor0}'s body, holding her close. Meanwhile, {actor0} tenderly places her hand on {actor1}'s thigh, a romantic gesture that adds to the sensuality of the moment."
"MNBVKneelingLyingKissFingering","\N","{actor0} is kneeling beside {actor1}, who is lying back, as they share a romantic and sensual kiss. At the same time, {actor0} is rubbing {actor1}'s clitoris with her hand, stimulating her vulva in a sexual motion."
"MNBVKneelingLyingLeanScissoring2","\N","{actor0} is kneeling, her vulva grinding against {actor1}'s as they engage in a heated tribbing session, their bodies locked in a passionate, sexual embrace. At the same time, {actor0} wraps her arms around {actor1}'s body, holding her close as {actor1} lies back, her own arms wrapped tightly around {actor0}."
"MNBVKneelingLyingLeanScissoring2Kiss","\N","{actor0} kneels beside {actor1}, who's lying back, as they engage in a romantic and sensual kiss. At the same time, they grind their pussies together in a passionate and sexual tribbing session, with {actor0} holding {actor1}'s body close."
"MNBVLyingKneelingCunnilingus","\N","{actor0} lies on her front, her mouth buried between {actor1}'s legs as she licks her vulva with her tongue, giving her a sensual oral experience."
"MNBVLyingKneelingTummyKiss","\N","{actor0} is lying on her front, while {actor1} is lying on her back beneath her, as they share a romantic and sensual kiss on the neck, with {actor0}'s lips gently caressing {actor1}'s skin."
"MNBVSittingHug","\N","{actor0} and {actor1} are sitting together, cuddling and embracing each other in a warm hug, their bodies close as they bask in the intimacy of the moment."
"MNBVLyingKneelingCunnilingus2","\N","{actor0} is lying on her front, while {actor1} is lying on her back, with {actor0} diving in for some oral action, her tongue licking {actor1}'s vulva, sending shivers down her spine as they engage in a passionate lesbian encounter."
"MNBVLyingSideRub","\N","{actor0} and {actor1} lie side by side, their bodies entwined as they share a romantic and sensual kiss. {actor1} gently holds {actor0}'s head, deepening the kiss, while {actor0}'s hand slips between {actor1}'s legs, rubbing her clit with a soft, sexual touch."
"MNBVNippleLicking","\N","{actor0} and {actor1} are in a passionate lesbian encounter, both standing with their feet on the ground. {actor1} has bent over, her mouth locked onto {actor0}'s nipple, intensely licking and sucking, as {actor0} stands upright, her body arched in pleasure."
"MNBVNippleLickingCircle2","\N","{actor0} and {actor1} are standing, with {actor1} bending over slightly, as {actor1} licks {actor0}'s nipples, engaging in a sensual oral exchange."
"MNBVSitting","\N","{actor0} and {actor1} are sitting side by side, their bodies tense with anticipation, both women seemingly eager for the next moment when they'll engage in some form of lesbian intimacy. The air is thick with unspoken desire as they wait for the opportunity to passionately entwine their bodies."
"MNBVNippleLickingCircle","\N","{actor0} and {actor1} are standing, with {actor1} bent over as she buries her face in {actor0}'s chest, her tongue darting out to lick and tease {actor0}'s nipples, sending shivers down her spine."
"MNBVKissOnTheLips","\N","{actor0} and {actor1} are standing face-to-face, their lips locked in a passionate kiss, bodies swaying gently as they transition into a more intimate moment."
"MNBVBenchGoToBothSittingFingering","\N","{actor0} and {actor1}, both females, sit side by side on a bench, idle and stationary."
"MNBVBenchBothSittingLegsUpKiss","\N","{actor0} and {actor1} are sitting on the bench, sensually and romantically kissing each other as {actor1}'s hands gently cradle {actor0}'s head."
"MNBVBenchGoToBothSittingLegsUpKiss","\N","{actor0} and {actor1} are sitting side by side on a bench, both females casually seated with no active interaction between them."
"MNBVBenchBothSittingLegsUpRub","\N","{actor0} and {actor1} sit together on the bench, their faces inches apart as {actor0} gently kisses {actor1}'s neck in a romantic and sensual gesture. At the same time, {actor0}'s hand is between {actor1}'s legs, rubbing her clitoris in a sexual caress."
"MNBVBedLyingSideKiss","\N","{actor0} is lying on her side, while {actor1} is lying back, as they engage in a romantic and sensual kiss, their lips locked in a passionate embrace. At the same time, {actor1} gently holds {actor0}'s hand, a romantic gesture that adds to the intimacy of the moment, as {actor0} reciprocates the affectionate hold."
"MNBVBenchGoToBothSittingLegsUpRev","\N","{actor0} and {actor1} sit side by side on the bench, both in a seated position, not currently engaging in any physical activity with each other."
"MNBVBenchGoToBothSittingLegsUpRubRev","\N","{actor0} and {actor1} sit side by side on the bench, both females relaxed in a seated position, not engaging in any physical activity with each other."
"MNBVBenchGoToBothSittingLegsUpRub","\N","{actor0} and {actor1}, both female, sit side by side on a bench, lounging in a casual transition moment, doing nothing out of the ordinary. The atmosphere is relaxed with no obvious intimacy or intensity between the two women."
"MNBVDevourGoToStandingNeckKissFingering","\N","{actor0} and {actor1} stand facing each other, both with their feet planted firmly on the ground, momentarily paused in a quiet transition between moments."
"MNBVGoToBedLyingSideKiss","\N","{actor0} lies on her side, while {actor1} reclines beside her, lying back in a relaxed pose, the two women positioned intimately together."
"MNBVGoTo69","\N","{actor0} is kneeling beside {actor1}, who's lying back, the two women sharing a tender moment, their faces close together."
"MNBVKneelingLicking","\N","{actor0} is standing with her feet on the ground while {actor1} is kneeling in front of her, her mouth locked onto {actor0}'s vulva, her tongue darting in and out as she eats her out."
"MNBVLyingBackKiss","\N","{actor0} lies back as {actor1} lies on top of her, their lips locked in a passionate, sensual kiss, their tongues dancing together in a romantic display of affection."
"MNBVHoldingHandsKiss2","\N","{actor0} and {actor1} stand facing each other, their feet planted firmly on the ground, as they engage in a passionate, sensual kiss. Simultaneously, {actor0} reaches down to gently rub {actor1}'s clit, while {actor1} reciprocates by stroking {actor0}'s vulva with her hand, the mutual stimulation heightening their intimate connection."
"MNBVBenchGoToBothSittingCheek","\N","{actor0} and {actor1}, both females, sit side by side on a bench, neither engaging in any active intimate behavior."
"MNBVLyingSideKiss","\N","{actor0} and {actor1} are lying side by side, their faces inches apart, as they engage in a romantic and sensual kiss. {actor1} gently cradles {actor0}'s head in her hand, deepening their intimate lip lock."
"MNBVBenchBothSittingFingering","\N","{actor0} and {actor1} sat together on a bench, sharing a sensual and romantic kiss. Meanwhile, {actor1}'s hand was buried between {actor0}'s legs, gently rubbing her clitoris, as {actor0}'s hand grasped {actor1}'s thigh, holding it affectionately."
"MNBV693","\N","{actor0} is on all fours, her vulva exposed, as {actor1} lies back, licking her slit with her tongue. At the same time, {actor0} buries her face between {actor1}'s thighs, her tongue darting in and out of {actor1}'s wet pussy, creating a passionate 69 position."
"MNBVBenchGoToBothSittingLegsUp","\N","{actor0} and {actor1} sit side by side on the bench, both females relaxing in a casual seated position, not currently engaging in any physical activity."
"MNBVBedLyingSideMakeout","\N","{actor0} is lying on her side, while {actor1} is lying back beside her. The two women engage in a romantic and sensual kiss as they simultaneously pleasure each other, with {actor0} rubbing {actor1}'s vulva and {actor1} rubbing {actor0}'s vulva."
"MNBVGoToKneeling","\N","{actor0} and {actor1}, both women, are standing on the ground with their feet shoulder-width apart, facing each other in a neutral stance, with no apparent sexual activity occurring between them."
"MNBVGoToLyingSide","\N","{actor0} and {actor1} lie side by side, their bodies relaxed in a gentle, intimate pose, with no signs of active passion or arousal, simply existing in a peaceful, lesbian tableau."
"MNBVGoToNippleLicking2","\N","{actor0} and {actor1} are standing face to face, both with their feet planted firmly on the ground, in a brief moment of transition, their bodies inches apart, anticipation hanging in the air."
"MNBVGoToStandingNeckKissFingeringRev","\N","{actor0} and {actor1}, both women, stand facing each other, their feet planted firmly on the ground, momentarily paused in a state of transition, awaiting the next development in the scene."
"MNBVBenchGoToBothSittingCheekRev","\N","Two girls, {actor0} and {actor1}, sat side by side on the bench, simply existing together in a moment of stagnant tranquility. Neither appeared to be actively engaged in anything other than a placid camaraderie."
"MNBVBenchGoToBothSittingFingeringRev","\N","{actor0} and {actor1} are sitting next to each other on the bench, both in a seated position with no physical contact or active interaction between them."
"MNBVBenchGoToBothSittingLegsUpKissRev","\N","{actor0} and {actor1} sit side by side on a bench, both in a sitting position, in a moment of transition, without any active physical interaction between them."
"MNBVBenchBothSittingNeck","\N","{actor0} and {actor1} sit together on a bench, their faces close as {actor1} gently kisses {actor0}'s neck, the touch sending shivers down her spine. At the same time, {actor1} wraps her arms around {actor0}'s body, holding her close, while {actor0} reaches out to caress {actor1}'s thigh, her hand resting on the soft skin."
"MNBVGoToBedLyingSideKissRev","\N","{actor0} lies on her side, while {actor1} is lying back beside her, the two women positioned casually together."
"MNBVBenchGoToBothSittingNeckDevour","\N","{actor0} and {actor1} are sitting side by side on the bench, both females relaxed in a casual pose, not currently engaging in any explicit activity."
"MNBVBenchBothSittingCheek","\N","{actor0} and {actor1} sit together on a bench, their hands clasped together in a tender gesture. {actor1} leans in, her lips brushing against {actor0}'s neck in a sensual, romantic kiss, as they share a intimate moment."
"MNBVBenchBothSittingLegsUp","\N","{actor0} and {actor1} are sitting on the bench, cozy and intimate. {actor0} is gently holding {actor1}'s thigh, a sensual and romantic gesture, while {actor1} cradles {actor0}'s head in her hand."
"MNBVBenchGoToBothSittingNeck","\N","{actor0} and {actor1} are sitting on a bench together, both of them in a seated position with no active actions happening between them."
"MNBVGoToBedLyingSideMakeoutRev","\N","{actor0} lies on her side, with {actor1} lying on her back beside her, both women in a tranquil pose, not engaging in any active intimate behavior at this moment."
"MNBVGoToBedLyingSide","\N","{actor0} lies on her side, while {actor1} lies on her back beside her, both women relaxed in a calm and intimate pose."
"MNBVKneelingLyingLeanGrind2","\N","{actor0} kneels beside {actor1}, who is lying back, as they engage in a passionate tribadism. {actor0} gently holds {actor1}'s head in place with one hand while using her other hand to sensually finger {actor1}'s clit, meanwhile {actor1} uses her hand to rub {actor0}'s vulva, and {actor0} reciprocates by rubbing {actor1}'s vulva, creating a sensual and intimate connection between the two women."
"MNBVLyingBack","\N","{actor0} is lying back, while {actor1} is lying on top of her, their bodies pressed together in a sensual embrace, anticipation building between them as they await their next move."
"MNBVLyingSide","\N","{actor0} and {actor1} lie on their sides, facing each other, their bodies touching as they share an intimate moment. {actor1} gently cradles {actor0}'s head in her hands, their eyes locked in anticipation of their next sensual encounter."
"MNBVKneelingLicking2","\N","{actor0} is standing with her feet on the ground, while {actor1} is kneeling in front of her, eagerly licking her vulva with her tongue, providing a passionate and intimate oral experience."
"MNBVBenchGoToBothSittingNeckDevourRev","\N","{actor0} and {actor1} sit side by side on the bench, both females in a calm and relaxed state, not engaging in any sexual activity at this moment."
"MNBVSittingLying","\N","{actor0} sits beside {actor1}, who lies back, both women relaxing together in a tranquil atmosphere, their sensual intentions palpable as they anticipate their upcoming intimate encounter."
"MNBVBenchGoToBothSittingNeckRev","\N","{actor0} and {actor1}, both women, sit side by side on the bench, their bodies close but not touching, in a brief moment of transition between moments."
"MNBVGoToLyingBack","\N","{actor0} and {actor1} are standing face to face, both with their feet planted firmly on the ground, their bodies close but not yet intimate."
"MNBVGoToSitting","\N","{actor0} and {actor1} stand facing each other, both with their feet planted firmly on the ground."
"MNBVGoToNippleLicking","\N","{actor0} and {actor1} stand facing each other, their feet planted firmly on the ground. {actor1} leans in, her mouth brushing against {actor0}'s neck in a sensual, romantic kiss."
"MNBVDevourStandingNeckKissFingering","\N","{actor0} and {actor1} are standing, feet firmly on the ground, as they engage in a sensual and seductive vampire bite, with {actor1} sinking her teeth into {actor0}'s skin. At the same time, {actor1}'s hand is rubbing {actor0}'s clit, stroking her vulva with a sexual touch, while {actor0} wraps her arms around {actor1}'s body, holding her close."
"MNBVStandingNeckKissFingering","\N","{actor0} and {actor1} are standing face-to-face, their feet planted firmly on the ground. {actor1} leans in, her lips brushing against {actor0}'s neck in a sensual, romantic kiss, as she simultaneously reaches down with her hand to gently rub {actor0}'s clit, stimulating her vulva. Meanwhile, {actor0} wraps her arms around {actor1}, holding her body close."
"MNBVWallKiss","\N","{actor0} and {actor1} are standing with their feet on the ground, pressed against the wall, sharing a sensual and romantic kiss, their lips locked in a passionate embrace."
"MNBVStandingMakingOut","\N","{actor0} and {actor1} are standing face-to-face, their feet planted firmly on the ground, as they share a romantic and sensual kiss. They wrap their arms around each other, {actor0} holding {actor1}'s body and {actor1} holding {actor0}'s, their hands roaming over each other's skin as they deepen their passionate lip lock."
"MNBVSittingLyingRub","\N","{actor0} is sitting, leaning over {actor1} who is lying back, as she rubs {actor1}'s clitoris with her hand, stimulating her vulva in a sexual motion."
"MNBVGoToStandingMakingOut","\N","{actor0} and {actor1} are standing facing each other, both with their feet firmly on the ground, in a neutral, transitional moment of stillness."
"MNBVHoldingHandsKissHand","\N","{actor0} and {actor1} stand facing each other, their bodies close together as they share a romantic and sensual kiss, {actor0}'s mouth tenderly brushing against {actor1}'s hand."
"MNBVUndressTopBottomDom","\N","{actor0} and {actor1} stand facing each other, their feet planted firmly on the ground, as they share a romantic and sensual kiss."
"MNBVNippleLicking2","\N","{actor0} and {actor1} are standing, with {actor1} bending over as she buries her face in {actor0}'s chest, her tongue lavishing attention on {actor0}'s nipple in a sensual oral caress."
"MNBVWallPearlDivingLeg","\N","{actor0} is kneeling with her feet on the ground, her mouth buried in {actor1}'s vulva as she licks her with her tongue, while {actor1} stands with her feet on the ground, her body against the wall, receiving the oral stimulation."
"MNBVWallKiss3","\N","{actor0} and {actor1} are standing with their feet on the ground, pressed against the wall, engaged in a passionate lesbian encounter. They're simultaneously rubbing each other's clits, {actor0}'s hand on {actor1}'s vulva and {actor1}'s hand on {actor0}'s vulva, while {actor0} tenderly kisses {actor1}'s neck, adding a romantic and sensual touch to their intimate moment."
"MNBVSittingLyingRub3","\N","{actor0} is sitting beside {actor1}, who is lying back, as {actor0} rubs {actor1}'s clit, stimulating her vulva with her skilled fingers."
"MNBVStandingHug","\N","{actor0} and {actor1} share a tender moment, standing face-to-face with their feet on the ground, as {actor0} wraps her arms around {actor1} in a warm hug, gently cradling {actor1}'s head in her hands."
"MNBVKneelingLyingLeanScissoring","\N","{actor0} is kneeling over {actor1}, who's lying back, as they engage in a passionate tribbing session, their vulvas grinding together in a sensual, sexual rhythm. Meanwhile, {actor0} wraps her arms around {actor1}'s body, holding her close."
