"ostim_id","sexlab_id","description"
"DogmaDrawerSexSlut-4","dogma_drawer_sex_slut_s4","{actor0} is standing over {actor1}, who's lying back, as he thrusts his stiff cock into her wet pussy, their bodies entwined in a passionate vaginal sex act."
"DogmaDrawerSexSlut-3","dogma_drawer_sex_slut_s3","{actor0} is standing while {actor1} is seated, expertly stroking his throbbing cock with her hand, providing him a sensual handjob."
"DogmaDrawerSexVirgin-5","dogma_drawer_sex_virgin_s5","{actor0} is standing over {actor1} as she lies back, his hand romantically holding her hip, while he thrusts his dick into her pussy, intensely engaging in vaginal sex."
"DogmaStandingPlug-3","dogma_standing_plug_s3","{actor0} is standing, holding {actor1}'s hip with one hand, while using a sex toy to tease her anus with the other, as {actor1} stands facing him, her vulva accessible to his playful probing."
"DogmaStandingPlug-6","dogma_standing_plug_s6","{actor0} is standing, holding {actor1}'s hip with one hand, while using a sex toy to stimulate her anus with the other. At the same time, he is thrusting his penis into her vulva, as they both stand facing each other."
"DogmaTableExpose-9","dogma_table_expose_s9","{actor0} is standing, holding {actor1}'s body as she sits with her legs spread, while also being held by her. They're engaged in a passionate, sexual vaginal intercourse, with {actor0}'s throbbing cock penetrating {actor1}'s wet pussy."
"DogmaPage2","\N","{actor0} stands tall, his feet firmly planted on the ground, while {actor1} stands beside him, her eyes locked on his, both of them silently anticipating their next passionate encounter."
"DogmaTableFingering-3","dogma_table_fingering_s3","{actor0} is standing with his body bent over, while {actor1} is sitting with her legs spread wide. He's rubbing her clitoris with his hand, stimulating her vulva as she receives the intimate touch."
"DogmaPage1","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, anticipating their next erotic encounter. The air is electric with expectation as they wait for the moment to escalate their intimate engagement."
"DogmaTableFootjob-1","dogma_table_footjob_s1","{actor0} sits comfortably, while {actor1} kneels before him, her lips wrapped around his foot as she sensually kisses it, her tongue dancing across his skin."
"DogmaSneakyCowgirl-3","dogma_sneaky_cowgirl_s3","{actor1} sits on top of {actor0}, who's lying back, as they engage in a passionate vaginal sex act, with {actor0}'s cock thrusting into {actor1}'s pussy."
"DogmaSneakyCowgirl-2","dogma_sneaky_cowgirl_s2","{actor0} lies back as {actor1} sits on top of him, her vulva enveloping his erect penis in a passionate cowgirl-style vaginal sex act, their bodies moving in sync."
"DogmaTableExpose-1","dogma_table_expose_s1","{actor0} is standing, gently fondling {actor1}'s breasts with his hands as she sits, while he also wraps his hand around her leg, holding it in place. The atmosphere is sensual, with a sense of intimacy building between them."
"DogmaTableExpose-5","dogma_table_expose_s5","{actor0} stands over {actor1}, who sits with her legs spread wide, as he sensually gropes her breasts with one hand while holding her leg with the other. At the same time, he penetrates her vulva with his penis, engaging in a sexual act of vaginal sex."
"DogmaStanding-3","dogma_standing_s3","{actor0} stands facing {actor1}, his erect cock buried deep in her pussy as they engage in a passionate vaginal sex. At the same time, he wraps his hand around her hip, holding her close in a romantic gesture."
"DogmaBedAnal-1","dogma_bed_anal_s1","{actor0} sits with his cock penetrating {actor1}'s ass from behind as she sits on top of him, her back to his chest, in a doggy-style position."
"DogmaStanding-1","dogma_standing_s1","{actor0} stands, his dick buried deep inside {actor1}'s pussy as they engage in passionate vaginal sex. Meanwhile, {actor0}'s hand grips {actor1}'s hip, holding her close in a romantic gesture."
"DogmaTableFootjob-11","dogma_table_footjob_s11","{actor0} stands tall, his penis firmly in place, as {actor1} sits beneath him, using her feet to stimulate him in a sensual footjob, her toes expertly stroking his shaft in a deliberate, erotic motion."
"DogmaTableExpose-3","dogma_table_expose_s3","{actor1} sits with her legs spread wide, as {actor0} stands over her, holding her body and grasping her leg with his hand, dominating the position."
"DogmaBedLicking-1","dogma_bed_licking_s1","{actor0} lies back with his legs spread wide, eyes fixed on {actor1} as she kneels in front of him, taking in the view."
"DogmaBedProstituteSex-3","dogma_bed_prostitute_sex_s3","{actor0} is standing, while {actor1} is sitting with her legs spread wide, as he pounds away in a missionary-style doggy position, his penis thrusting deep into her vulva. At the same time, he's got a firm grasp on her thigh, holding it in place as they move in sync."
"DogmaBedAnal-8","dogma_bed_anal_s8","{actor0} sits with {actor1} on top of him, her legs spread wide as she straddles him. He penetrates her anally with his cock while simultaneously rubbing her clit with his hand, stimulating her vulva."
"DogmaBedLicking-10","dogma_bed_licking_s10","{actor0} lies back with his legs spread apart, while {actor1} kneels between them, her mouth buried in his ass, giving him a sensual anilingus, her lips and nose pressed against his cheeks."
"DogmaBedLicking-7","dogma_bed_licking_s7","{actor0} lies back with his legs spread wide, while {actor1} kneels between them, her face inches from his erect cock."
"DogmaBedAnal-7","dogma_bed_anal_s7","{actor0} sits with his cock buried in {actor1}'s ass as she rides him, her legs spread wide and his hand grasping her thigh. {actor1} bounces up and down on his shaft, her butt cheeks slapping against his groin."
"DogmaBedLicking-2","dogma_bed_licking_s2","{actor0} lies back, legs spread wide, while {actor1} kneels between them, performing anilingus on {actor0}'s ass, her mouth teasing his rim as she licks and sucks in a sensual, sexual act."
"DogmaBedAnal-2","dogma_bed_anal_s2","{actor0} sits down while {actor1} takes a seat on top of him, their bodies aligned for anal sex. {actor0}'s penis enters {actor1}'s butt as he gently holds her leg, guiding her rhythm."
"DogmaBedReverseSlut-6","dogma_bed_reverse_slut_s6","{actor0} lies on top of {actor1}, who is lying on her front, as he thrusts his dick into her pussy in a passionate vaginal sex act."
"DogmaBedReverseVirgin-3","dogma_bed_reverse_virgin_s3","{actor0} is lying on top of {actor1}, his dick thrusting into her pussy as they engage in intense vaginal sex, their bodies pressed together, front to front."
"DogmaTableFootjob-9","dogma_table_footjob_s9","{actor0} stands tall, his erect cock being worked over by {actor1}, who is seated and using her feet to pleasure him in a sultry footjob."
"DogmaStanding-5","dogma_standing_s5","{actor0} stands facing {actor1}, his penis buried deep inside her vulva as they engage in passionate vaginal sex. He wraps his hands around her hips, holding her close in a romantic gesture as they move together in unison."
"DogmaTubSexSlut-5","dogma_tub_sex_slut_s5","{actor0} stands with his legs bent, leaning forward, while {actor1} kneels before him, her mouth pressed against his butt as she performs anilingus. At the same time, she reaches up and wraps her hand around his shaft, moving it in a smooth motion, giving him a handjob."
"DogmaTubSexSlut-4","dogma_tub_sex_slut_s4","{actor0} is standing over {actor1}, who is lying on her front, as he thrusts his dick into her pussy from behind, their bodies moving in unison in a primal, dogma-driven fuck."
"DogmaTubSuckingSlut-1","dogma_tub_sucking_slut_s1","{actor0} is standing while {actor1} is sitting, actively jerking off {actor0}'s cock with her hand."
"DogmaStandingPlug-2","dogma_standing_plug_s2","{actor0} is standing, his erect cock buried deep in {actor1}'s pussy as they engage in passionate vaginal sex. At the same time, he's gently holding her hip with his hand, a romantic gesture that adds an intimate touch to their steamy encounter."
"DogmaTubSexVirgin-5","dogma_tub_sex_virgin_s5","{actor0} is standing with his body bent over, while {actor1} is kneeling in front of him. {actor1} is simultaneously giving {actor0} a handjob, grasping his cock, and performing anilingus on him, her mouth pressed against his butt."
"DogmaTubSuckingSlut-3","dogma_tub_sucking_slut_s3","{actor0} stands tall, his erect cock thrusting outwards, as {actor1} sits in front of him, her lips wrapped around his shaft, sucking him off in a passionate blowjob, her head bobbing up and down as she takes him deep into her mouth."
"DogmaBedSalveVirgin-3","dogma_bed_salve_virgin_s3","{actor0} lies back, eyes fixed on {actor1} as she stands over him, putting on a show."
"DogmaBedSucking-3","dogma_bed_sucking_s3","{actor0} sits back, eyes fixed intently on {actor1} as she kneels before him, his gaze locked on her every move."
"DogmaTableExpose-2","dogma_table_expose_s2","{actor0} stands over {actor1}, who sits with her legs spread wide, as he sensually gropes her breasts with one hand while using the other to hold her leg, positioning himself for a primal encounter."
"DogmaBedLicking-4","dogma_bed_licking_s4","{actor0} lies back with his legs spread wide, while {actor1} kneels between them, her mouth pressed against his ass, performing a sensuous anilingus, her lips wrapped around his cheeks as she teases him with gentle pressure."
"DogmaBedReverseSlut-10","dogma_bed_reverse_slut_s10","{actor0} is lying on top of {actor1}, who is lying front-first, as he thrusts his cock into her pussy during their intense lovemaking session."
"DogmaBedAnal-5","dogma_bed_anal_s5","{actor0} is sitting, while {actor1} is sitting on top of him, her legs spread wide. She's riding him in a doggy-style position, her butt in the air as he penetrates her anally with his cock, his hands grasping her hips in a romantic hold."
"DogmaBedAnal-3","dogma_bed_anal_s3","{actor0} is sitting with {actor1} on top of him, her legs spread wide as she lowers herself onto his cock from behind, her butt in the air as they engage in anal sex. Meanwhile, {actor0} reaches up to hold {actor1}'s leg, helping to steady her as they move in sync."
"DogmaBedLicking-9","dogma_bed_licking_s9","{actor0} is lying back with his legs spread wide, while {actor1} is on her knees, her face buried between his cheeks as she performs anilingus on him, her lips and mouth wrapped around his butt."
"DogmaBedProstituteSex-1","dogma_bed_prostitute_sex_s1","{actor0} stands over {actor1} as she sits with her legs spread wide, while he reaches down to gently rub her vulva with his hand, simultaneously holding her body in place."
"DogmaBedReverseSlut-1","dogma_bed_reverse_slut_s1","{actor0} is lying on top of {actor1}, with his cock thrusting into her pussy as they engage in passionate vaginal sex."
"DogmaBedProstituteSex-5","dogma_bed_prostitute_sex_s5","{actor0} is standing over {actor1}, who is sitting with her legs spread wide, as he engages in vaginal sex with her, his penis inside her vulva. He holds her leg in a firm grasp, maintaining their passionate missionary position."
"DogmaBedReverseSlut-3","dogma_bed_reverse_slut_s3","{actor0} is lying on top of {actor1}, his cock buried deep inside her pussy as they engage in passionate vaginal sex, their bodies entwined in a sensual rhythm."
"DogmaBedReverseSlut-9","dogma_bed_reverse_slut_s9","{actor0} is lying on top of {actor1}, with his cock buried deep inside her pussy as they engage in passionate vaginal sex, their bodies entwined in a sensual embrace."
"DogmaTubSuckingSlut-4","dogma_tub_sucking_slut_s4","{actor0} stands tall while {actor1} sits in front of him, her mouth wrapped around his rock-hard cock, sucking it eagerly as she performs a sloppy, oral blowjob, her tongue swirling around the shaft."
"DogmaTubSuckingSlut-2","dogma_tub_sucking_slut_s2","{actor0} stands over {actor1}, who's sitting, as she wraps her hand around his cock and starts giving him a handjob. At the same time, he's rubbing his penis against her face."
"DogmaBenchSex-2","dogma_bench_sex_s2","{actor0} sits as {actor1} straddles him, her vulva sliding onto his erect penis, their bodies connected in a passionate vaginalsex, a classic doggy-style position."
"DogmaBedSalveVirgin-2","dogma_bed_salve_virgin_s2","{actor0} lies on his front as {actor1} stands over him, his hand rubbing her clitoris in a sensual motion, stimulating her vulva in a sexual encounter."
"DogmaBedSex-2","dogma_bed_sex_s2","{actor0} is lying on top of {actor1}, who has her legs spread apart and is facing away, as he thrusts his cock into her pussy from behind in a doggy style position, their bodies merging in a passionate, primal rhythm."
"DogmaBedProstituteSex-4","dogma_bed_prostitute_sex_s4","{actor0} is standing, thrusting his cock into {actor1}'s pussy as she sits with her legs spread wide, while he holds onto her leg for leverage, fucking her in a classic missionary position."
"DogmaBedAnal-9","dogma_bed_anal_s9","{actor0} sits with his erection immersed in {actor1}'s anus as she sits on top of him, her legs spread wide apart. He grips her thigh, supporting her as they engage in passionate anal sex."
"DogmaBedProstituteSex-2","dogma_bed_prostitute_sex_s2","{actor0} is standing over {actor1}, who is sitting with her legs spread wide, as he reaches down to rub her clitoris with his hand, stimulating her vulva in a sensual and intimate gesture."
"DogmaBedAnal-4","dogma_bed_anal_s4","{actor0} sits with {actor1} on top of him, her legs spread wide as she takes his stiff cock in her ass from behind. At the same time, {actor0} rubs {actor1}'s swollen clitoris with his hand, sending shivers down her spine as they both moan in ecstasy."
"DogmaBedReverseSlut-5","dogma_bed_reverse_slut_s5","{actor0} is lying on top of {actor1}, his shaft buried deep in her pussy as they engage in passionate vaginal sex."
"DogmaBedReverseVirgin-2","dogma_bed_reverse_virgin_s2","{actor0} is lying on top of {actor1}, who is lying on her front, as he thrusts his cock into her pussy in a sensual display of vaginal sex."
"DogmaBedReverseVirgin-6","dogma_bed_reverse_virgin_s6","{actor0} is lying on top of {actor1}, who is lying on her front, as he thrusts his dick into her pussy during intense vaginal sex."
"DogmaBedSalveSlut-4","dogma_bed_salve_slut_s4","{actor0} lies back as {actor1} stands over him, his hand reaching up to gently rub her clitoris, sending waves of pleasure through her body as she receives the intimate touch."
"DogmaBedSalveSlut-3","dogma_bed_salve_slut_s3","{actor1} is standing over {actor0}, who's lying back, as he reaches up to rub her clit with his hand, stimulating her vulva in a sexual manner."
"DogmaBedSalveSlut-1","dogma_bed_salve_slut_s1","{actor0} is lying on his front while {actor1} stands over him, her vulva within reach of his hand as he rubs her clitoris, stimulating her sexually."
"DogmaBenchSex-9","dogma_bench_sex_s9","{actor0} lies back, watching intently as {actor1} gets into position on all fours in front of him, putting on a show for his viewing pleasure."
"DogmaBenchSex-4","dogma_bench_sex_s4","{actor0} is sitting, with {actor1} sitting on top of him, her vulva wrapped around his hard cock as they engage in passionate vaginal sex. Meanwhile, {actor0} wraps his arms around {actor1}'s body, holding her close as they move in sync."
"DogmaTableFootjob-5","dogma_table_footjob_s5","{actor0} is standing, grasping {actor1}'s foot, as {actor1} sits down, using her feet to masturbate {actor0}'s erect cock."
"DogmaTubSuckingVirgin-4","dogma_tub_sucking_virgin_s4","{actor1} sits as {actor0} stands, her mouth locked on his ass, going down on him in a fiery anilingus session. At the same time, {actor0} strokes {actor1}'s pussy, pleasing her while she pleasures him."
"DogmaTubSexVirgin-1","dogma_tub_sex_virgin_s1","{actor0} is sitting, while {actor1} is kneeling in front of him, deep in a passionate blowjob. Her mouth is wrapped tightly around his erect cock as she delivers a sensual and sexual oral experience."
"DogmaBenchPrelude-6","dogma_bench_prelude_s6","{actor0} is sitting, while {actor1} kneels in front of him, her hand wrapped around his cock as she strokes him in a handjob, her movements slow and sensual."
"DogmaBedProstituteSex-6","dogma_bed_prostitute_sex_s6","{actor0} is standing behind {actor1}, who's on her knees, as he pounds into her from behind in a doggy-style position, his hand grasping her arm. His dick slides in and out of her pussy in a smooth, sensual rhythm."
"DogmaBedProstituteSex-7","dogma_bed_prostitute_sex_s7","{actor0} is standing behind {actor1}, who is on her knees, as he penetrates her vulva with his penis in a doggy-style position. At the same time, he's holding onto her arm with his hand."
"DogmaBedReverseSlut-7","dogma_bed_reverse_slut_s7","{actor0} is lying on top of {actor1}, who is also on her front, as he thrusts his cock into her pussy in a passionate doggy-style position, their bodies intertwined in a sensual embrace."
"DogmaBedReverseVirgin-8","dogma_bed_reverse_virgin_s8","{actor0} is lying on top of {actor1}, who is lying on her front, as he thrusts his cock into her pussy in a passionate vaginal sex act."
"DogmaBedReverseVirgin-7","dogma_bed_reverse_virgin_s7","{actor0} is lying on top of {actor1}, who is lying on her front, as he plunges his cock into her pussy in a passionate vaginal sex act, their bodies intertwined in a intimate doggy-style position."
"DogmaBedReverseVirgin-4","dogma_bed_reverse_virgin_s4","{actor0} lies on top of {actor1}, his cock thrusting into her pussy as they engage in passionate vaginal sex, with {actor1} lying beneath him, her body arching to meet his rhythmic movements."
"DogmaBedSalveSlut-5","dogma_bed_salve_slut_s5","{actor0} lies back as {actor1} kneels over him, her vulva enveloping his erect cock as they engage in intense vaginal sex."
"DogmaBedSalveSlut-2","dogma_bed_salve_slut_s2","{actor1} stands over {actor0}, who lies on his front, as he reaches up to rub her clitoris with his hand, engaging in a sensual and intimate sexual act."
"DogmaBedSucking-2","dogma_bed_sucking_s2","{actor0} sits, watching intently as {actor1} kneels before him, her eyes locked on his as she performs a seductive act."
"DogmaBedReverseSlut-8","dogma_bed_reverse_slut_s8","{actor0} is lying on top of {actor1}, who's lying on her front, as he thrusts his dick into her pussy in a passionate, intense vaginal sex act."
"DogmaBedReverseSlut-4","dogma_bed_reverse_slut_s4","{actor0} is lying on top of {actor1}, who is also lying on her front, as he thrusts his cock into her pussy in a passionate doggy-style position, their bodies moving in sync as they engage in intense vaginal sex."
"DogmaBedReverseVirgin-1","dogma_bed_reverse_virgin_s1","{actor0} is lying on top of {actor1}, who is lying on her front, as he thrusts his dick into her pussy during intense, raw vaginal sex."
"DogmaBedAnal-6","dogma_bed_anal_s6","{actor0} sits as {actor1} mounts him, her legs spread wide as she takes his cock deep in her ass. He holds onto her leg, gripping it tightly as he pounds into her from below, their bodies moving in perfect sync as they engage in passionate anal sex."
"DogmaBedLicking-3","dogma_bed_licking_s3","{actor0} lies back, legs spread wide, while {actor1} kneels between them, mouth on {actor0}'s butt, giving him a rimless anilingus, her lips brushing against his asshole as she eats him out."
"DogmaBedReverseVirgin-9","dogma_bed_reverse_virgin_s9","{actor0} is lying on top of {actor1}, who is also on her front, as they engage in passionate vaginal sex, with {actor0}'s cock deeply penetrating {actor1}'s pussy."
"DogmaBenchPrelude-3","dogma_bench_prelude_s3","{actor0} is sitting while {actor1} kneels in front of him, her mouth wrapped around his cock as she gives him a blowjob, her hand simultaneously stroking his shaft in a sensual handjob."
"DogmaChairSex-1","dogma_chair_sex_s1","{actor0} is sitting, with {actor1} kneeling on top of him, riding him in a cowgirl position. As they move together, {actor0} reaches down to rub {actor1}'s clit, stimulating her vulva with his hand."
"DogmaBedSex-1","dogma_bed_sex_s1","{actor0} is lying on top of {actor1}, with his cock buried deep in her pussy, as she lies on her front with her legs spread wide, her back facing him, and her hips slightly arched upwards, setting the tone for a passionate and primal doggy-style fuck."
"DogmaBedReverseSlut-2","dogma_bed_reverse_slut_s2","{actor0} is sprawled out on top of {actor1}, who's lying on her front, as he plunges his cock into her wet pussy, their bodies entwined in a fervent doggy-style fuck."
"DogmaBedLicking-6","dogma_bed_licking_s6","{actor0} lies back with his legs spread wide, while {actor1} kneels between them, her face inches from his erect cock."
"DogmaBedLicking-8","dogma_bed_licking_s8","{actor0} lies back with his legs spread wide, while {actor1} kneels between them, her mouth on his butt, performing a sexual anilingus on him."
"DogmaBedLicking-5","dogma_bed_licking_s5","{actor0} lies back with his legs spread wide, while {actor1} kneels between them, her mouth planted on his butt as she performs anilingus on him, her lips tracing the curves of his anus in a sensual, sexual gesture."
"DogmaBedReverseVirgin-5","dogma_bed_reverse_virgin_s5","{actor0} lies on top of {actor1}, who is lying front-first, as he thrusts his cock into her pussy during their passionate vaginal sex."
"DogmaBenchSex-6","dogma_bench_sex_s6","{actor0} is sitting, thrusting his cock into {actor1} from behind as she's on all fours, her vulva wrapped around his shaft in a sensual doggy-style position, while he wraps his arms around her body, holding her close."
"DogmaChairExpose-6","dogma_chair_expose_s6","{actor0} sits with his back straight, while {actor1} kneels on top of him, straddling his hips as they engage in a passionate cowgirl-style vaginal sex, with {actor0}'s stiff cock buried deep inside {actor1}'s wet pussy."
"DogmaChairSex-5","dogma_chair_sex_s5","{actor0} sits with his back straight, while {actor1} kneels on top of him, straddling his hips in a cowgirl position, as they engage in passionate vaginal sex, with {actor0}'s erect cock thrusting into {actor1}'s wet pussy."
"DogmaDrawerLickingSlut-1","dogma_drawer_licking_slut_s1","{actor0} stands, eyes fixed on {actor1} as she sits, his gaze intently watching her every move."
"DogmaInspection-4","dogma_inspection_s4","{actor0} stands tall, his eyes fixed intently on {actor1} as she sits, the focus of his gaze."
"DogmaStanding-4","dogma_standing_s4","{actor0} stands facing {actor1}, his dick buried deep inside her pussy as they engage in passionate vaginal sex. At the same time, he wraps his hand around her hip, holding her close in a romantic gesture."
"DogmaChairSex-9","dogma_chair_sex_s9","{actor0} sits with his legs spread, as {actor1} kneels on top of him, her vulva enveloping his erect cock in a sensual cowgirl position, their bodies moving in sync as they engage in passionate vaginal sex."
"DogmaTableFingering-1","dogma_table_fingering_s1","{actor0} is standing over {actor1}, bending over her as she sits with her legs spread wide. He's rubbing her clitoris with his hand, providing her with intense sexual stimulation."
"DogmaTubSuckingVirgin-2","dogma_tub_sucking_virgin_s2","{actor0} stands over {actor1}, who sits below him, as he rubs his stiff cock against her face in a sensual, sexual motion."
"DogmaTableExpose-7","dogma_table_expose_s7","{actor0} stands while {actor1} sits with her legs spread, her hands grasping {actor0}'s neck and hip in a romantic grasp. Meanwhile, {actor0} wraps his arms around {actor1}'s body, holding her close as he penetrates her vulva with his penis in a steamy, sexual vaginal sex act, their lips locked in a sensual and romantic kiss."
"DogmaStandingPlug-5","dogma_standing_plug_s5","{actor0} stands behind {actor1}, who is also standing, as he holds her hip with one hand. With his other hand, he uses a sex toy to stimulate her anus while simultaneously thrusting his penis into her vulva, engaging in vaginal sex."
"DogmaTableExpose-6","dogma_table_expose_s6","{actor0} stands over {actor1}, who sits with her legs spread wide, as he thrusts his cock into her pussy in a passionate, primal doggystyle position. Meanwhile, {actor1} reaches up to grasp {actor0}'s neck, holding him in place, while {actor0} wraps his arms around her body, pulling her close."
"DogmaBedSalveVirgin-4","dogma_bed_salve_virgin_s4","{actor0} lies back, his eyes fixed on {actor1} as she stands over him, a sly grin spreading across her face as she puts on a show for his viewing pleasure."
"DogmaBedSalveVirgin-1","dogma_bed_salve_virgin_s1","{actor0} lies on his front, eyes fixed on {actor1} as she stands over him, putting on a show. He watches intently, taking in every detail of her performance."
"DogmaBedSucking-4","dogma_bed_sucking_s4","{actor0} is sitting while {actor1} is kneeling in front of him, her mouth wrapped around his cock as she gives him a blowjob. At the same time, {actor0} has his hand on the back of {actor1}'s head, gently holding it in place as she sucks his dick."
"DogmaBedSucking-9","dogma_bed_sucking_s9","{actor0} is sitting, as {actor1} kneels before him, her mouth wrapped around his shaft, performing a sensual blowjob. At the same time, {actor0} gently holds {actor1}'s head in place with his hand."
"DogmaBedSucking-6","dogma_bed_sucking_s6","{actor0} is sitting while {actor1} is kneeling in front of him, her mouth wrapped around his cock as she performs a passionate blowjob. At the same time, {actor0} has his hand grasping {actor1}'s head, holding it in place as she works his shaft with her mouth."
"DogmaBenchPrelude-4","dogma_bench_prelude_s4","{actor0} sits while {actor1} kneels in front of him, her hand wrapped around his cock as she strokes him in a handjob, her mouth simultaneously engulfing his penis in a blowjob."
"DogmaChairSex-6","dogma_chair_sex_s6","{actor0} sits with {actor1} kneeling on top of him, her vulva enveloping his erect penis as they engage in passionate vaginal sex."
"DogmaChairSex-8","dogma_chair_sex_s8","{actor0} sits as {actor1} kneels on top of him, riding his cock in a cowgirl position, their bodies moving in sync as they engage in passionate vaginal sex."
"DogmaChairSex-10","dogma_chair_sex_s10","{actor1} is perched on top of {actor0} in a cowgirl position, her vulva wrapped around his erection, as they sit on a chair in a public place, engaging in a dirty and intimate straight sex act."
"DogmaDrawerSexSlut-5","dogma_drawer_sex_slut_s5","{actor0} is standing, thrusting his cock into {actor1}'s pussy as she lies back, meanwhile he romanticly holds her hip."
"DogmaChairSex-2","dogma_chair_sex_s2","{actor0} is sitting, while {actor1} is kneeling on top of him, riding his dick in a cowgirl position, her vulva sliding up and down on his cock as they engage in intense vaginal sex."
"DogmaChairExpose-4","dogma_chair_expose_s4","{actor0} is sitting comfortably, while {actor1} is kneeling on top of him, straddling his waist. She's grinding her vulva against his erect penis, engaging in a passionate cowgirl-style vaginal sex act, with him thrusting upwards to meet her rhythmic motions."
"DogmaStandingPlug-9","dogma_standing_plug_s9","{actor0} stands facing {actor1}, who also stands, as he holds her hip with one hand and uses a sex toy to stimulate her anus. At the same time, he thrusts his penis into her vulva, engaging in vaginal sex."
"DogmaSneakyCowgirl-5","dogma_sneaky_cowgirl_s5","{actor1} is sitting on top of {actor0}, who is lying back, as they engage in a passionate cowgirl-style vaginal sex, with {actor1}'s vulva enveloping {actor0}'s erect penis."
