"ostim_id","sexlab_id","description"
"MLCBenchGoToLapSittingRevCowgirl2","\N","{actor0} is sitting on the bench, his cock buried deep inside {actor1}'s pussy as she straddles him, her body held close by his hands, actively riding him with fervor."
"MLCBedMoFLockNipple","\N","{actor0} is lying beside {actor1}, also lying, as he leans in to suck on her nipples, his mouth wrapped around her tender skin, lavishing attention on her breasts in a sensual, oral caress."
"MLCGoToSquattingHandjob3Rev","\N","{actor1} kneels on the ground, grasping {actor0}'s hard cock and working it with her hand in a skillful handjob, as {actor0} stands before her, his feet planted firmly on the ground."
"MLCGoToReverseEmbraceCrescent1Rev","\N","{actor0} is standing, his feet firmly on the ground, as he penetrates {actor1} from behind, his dick thrusting into her pussy. {actor1} is bent over, her feet also on the ground, her body arched in a way that allows {actor0} to easily access her vulva."
"MLCTableFSitting","\N","{actor0} is standing with his feet on the ground, towering over {actor1} as she sits at the table, both of them anticipating their next erotic encounter."
"MLCStraddlingRideClimax","\N","{actor0} is standing with his feet on the ground, while {actor1} is suspended in the air, her feet not touching the ground, creating an intense and anticipatory atmosphere."
"MLCTableFSittingGrind","\N","{actor0} is standing beside {actor1} who is sitting at the table, with his feet planted firmly on the ground. As they engage in a passionate grind, {actor0} reaches his peak, bursting into a climax that splatters semen onto {actor1}'s chest and vulva, the sheer force of his ejaculation releasing a torrent of cum."
"MLCTableGoToFSittingGrindRev","\N","{actor1} is sitting at the table, while {actor0} stands beside her, his feet planted firmly on the ground."
"MLCStraddlingGrind","\N","{actor0} is standing with his feet on the ground, while {actor1} is suspended in mid-air, her legs wrapped around his waist as they engage in vigorous vaginal sex, with {actor1} taking the lead as the active performer, her vulva enveloping {actor0}'s erect penis."
"MLCTableGoToFSittingMiss","\N","{actor0} stands beside the table with his feet planted firmly on the ground, while {actor1} sits calmly, their bodies in a neutral, non-intimate arrangement."
"MLCTableGoToFSittingCunnilingusRev","\N","<|eom_id|><|start_header_id|>assistant"
"MLCTableGoToFSittingRev","\N","{actor0} and {actor1} stand facing each other at the table, both with their feet planted firmly on the ground."
"MLCTableGoToFSittingCunnilingus","\N","{actor0} stands with his feet on the ground next to {actor1}, who sits on the table, in a moment of transition, not yet engaged in any intimate activity."
"MLCStraddlingPump","\N","{actor0} is standing with his feet on the ground, his penis thrusting into {actor1}'s vulva as she is suspended in mid-air, her legs wrapped around him as they engage in vigorous vaginal sex."
"MLCStraddlingPump2","\N","{actor0} is standing with his feet on the ground, his erection penetrating {actor1}'s pussy as she is suspended in mid-air, her legs wrapped around his waist. He's thrusting into her vagina, engaging in a passionate and intense sexual intercourse."
"MLCStraddlingKiss2","\N","{actor0} stands with his feet firmly on the ground, passionately kissing {actor1} who is suspended in mid-air, their lips locked in a romantic and sensual kiss, with {actor1} wrapping her arms around {actor0} to deepen the embrace."
"MLCStandingEmbraceBite","\N","{actor0} stands tall, his feet firmly on the ground, as he devours {actor1} with a seductive and sensual vampire bite, his fangs sinking into her tender skin, while {actor1} stands before him, her feet also on the ground, succumbing to his dark allure."
"MLCStraddlingRide2","\N","{actor0} is standing, his feet firmly on the ground, while {actor1} is suspended, her body wrapped around his. She's actively riding him, his cock thrusting into her pussy as they engage in a passionate and intense vaginal sex."
"MLCStraddlingRideLick","\N","{actor0} is standing with his feet on the ground, while {actor1} is suspended, her body wrapped around his, as she passionately kisses his neck in a sensual and romantic gesture. At the same time, {actor0} is thrusting his cock into {actor1}'s pussy, their bodies locked in a sexual embrace."
"MLCGoToStandingLying","\N","{actor0} and {actor1} are standing facing each other, both with their feet firmly on the ground, momentarily paused in a transitional moment."
"MLCBedFoMNippleTease","\N","{actor1} lies on top of {actor0}, teasing him with her body as they both lie together."
"MLCBedGoToCowgirl2","\N","{actor0} is lying back as {actor1} kneels over him, her vulva enveloping his penis as she takes charge, actively riding him in a passionate vaginal sex act."
"MLCBedCowgirl2","\N","{actor0} lies back as {actor1} kneels over him, her vulva enveloping his erect cock in a passionate cowgirl position. As they engage in intense vaginal sex, {actor0} wraps his arms around {actor1}'s body, holding her close."
"MLCBedCowgirlSide","\N","{actor0} is lying on his side, his penis buried deep inside {actor1}'s vulva as they engage in passionate vaginal sex. At the same time, he's holding her body close to his, their bodies pressed together in a intimate embrace."
"MLCBedGoToCowgirlSide","\N","{actor0} lies back as {actor1} kneels over him, her body being held by his hands as they engage in a passionate vaginal sex, his cock thrusting into her pussy."
"MLCBedKneelingLyingBackFingering2","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, his fingers slipping into her pussy for some intense vaginal fingering. At the same time, he's rubbing her clit with his other hand, sending waves of pleasure through her body."
"MLCGoToReverseEmbraceHandjob1Rev","\N","{actor0} is standing, while {actor1} is standing with her body bent over, her ass cheeks exposed, and her mound visible between her legs."
"MLCGoToReverseEmbraceLegUp1","\N","{actor0} is standing with his feet on the ground, his penis inserted into {actor1}'s vulva as she stands facing away from him, her feet also on the ground."
"MLCBenchGoToLapSittingRevCowgirlRev","\N","{actor0} is sitting on the bench, his penis being stroked by {actor1}'s hand in a sensual handjob. At the same time, he wraps his arms around her, holding her body close to his."
"MLCBedGoToKneelingBlowjobRev","\N","{actor0} lies back as {actor1} kneels beside him, her hand wrapped around his cock, stroking it in a sensual handjob."
"MLCBedGoToCowgirl","\N","{actor0} lies back, his body relaxed, while {actor1} kneels beside him, her eyes locked on his."
"MLCBedGoToPussyJob","\N","{actor0} is lying back, while {actor1} is kneeling beside him, a transitional moment of quiet intimacy between them."
"MLCBedGoToPussyJob2","\N","{actor0} lies back as {actor1} kneels beside him, poised in a state of anticipation."
"MLCBedLegsUpMissionary3","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, his cock thrusting into her pussy in a passionate missionary position, their bodies moving in sync as they engage in intense vaginal sex."
"MLCGoToKneelingSpankIdle2","\N","{actor0} is on his knees, while {actor1} is also kneeling, both in a transitional moment, not actively engaged in any sex act."
"MLCGoToStandingEmbrace","\N","{actor0} and {actor1} are standing facing each other, with their feet firmly on the ground, paused in a moment of transition, neither one making a move."
"MLCBedGoToKneelingBlowjob","\N","{actor0} lies back as {actor1} kneels beside him, her hand wrapped around his cock, moving up and down in a sensual handjob."
"MLCBedGoToKneelingHandjob","\N","{actor1} is kneeling over {actor0}, who's lying back, as they engage in a passionate sexual encounter, with {actor0}'s cock thrusting into {actor1}'s pussy."
"MLCBedGoToCowgirl2Rev","\N","{actor1} is kneeling over {actor0}, who's lying back, as she actively rides his stiff cock, sliding her vulva up and down his erected penis in a sensual rhythm, their bodies moving in unison."
"MLCGoToReverseEmbraceCrescent1","\N","{actor0} stands behind {actor1}, his erect cock buried deep in her pussy as she bends over, her hands on her knees for support."
"MLCGoToKneelingSpankIdle","\N","{actor0} is kneeling, facing {actor1}, who is also on her knees in front of him."
"MLCGoToReverseEmbraceHandjob2","\N","{actor0} is standing with his feet shoulder-width apart, while {actor1} is standing in front of him, bending over slightly as she reaches out to give him a handjob, her hand wrapped around his erect cock."
"MLCBenchGoToLapSittingRev","\N","{actor0} is sitting on a bench, while {actor1} stands beside him, her feet planted firmly on the ground."
"MLCGoToReverseEmbraceHandjob1","\N","{actor0} is standing with his feet on the ground, while {actor1} is standing in front of him, bent over, her hand grasping his cock as she gives him a handjob."
"MLCGoToSquattingHandjob2Rev","\N","{actor0} stands with his feet on the ground while {actor1} kneels in front of him, her hand wrapped around his cock as she strokes it in a sensual handjob."
"MLCGoToSquattingHandjob2","\N","{actor0} is standing with his feet on the ground while {actor1} is kneeling in front of him, her hand wrapped around his cock as she gives him a handjob."
"MLCGoToStraddling","\N","{actor0} and {actor1} are standing facing each other, both with their feet firmly planted on the ground, in a brief moment of transition, neither of them actively engaged in any intense action."
"MLCKneelingSpank2Right","\N","{actor0} is on his knees, while {actor1} is also kneeling, facing him, their bodies momentarily paused in a state of anticipation."
"MLCKneelingSpankIdle","\N","{actor0} is kneeling beside {actor1}, who is also on her knees, both of them momentarily idle, their anticipation palpable as they await their next passionate encounter."
"MLCReverseEmbraceLegUp3","\N","{actor0} stands with his feet on the ground, his cock buried deep inside {actor1}'s pussy as she is suspended in mid-air, facing away from him, actively riding him with her vulva."
"MLCGoToStraddlingRide","\N","{actor0} is standing with his feet on the ground, while {actor1} is suspended in the air, her feet also not touching the ground, as they pause in a transitional moment, not currently engaging in any active sex acts."
"MLCReverseEmbraceCrescent3","\N","{actor0} stands behind {actor1}, his erection thrusting into her vulva as she bends over, her hands on her knees for support, their bodies moving in sync as they engage in a passionate vaginal sex act."
"MLCReverseEmbraceSex3","\N","{actor0} is standing behind {actor1}, who is bent over with her feet on the ground, facing away from him, as he thrusts his cock into her pussy. At the same time, {actor1} is fingering her own clit, stimulating herself to a heightened state of arousal."
"MLCReverseEmbraceSex","\N","{actor0} is standing, plowing into {actor1} from behind as she stands with her back to him, his stiff cock sinking deep into her cunt."
"MLCGoToStandingEmbraceRev","\N","{actor0} and {actor1} are standing facing each other, both with their feet planted firmly on the ground, a moment of anticipation hangs in the air as they pause in a state of transition, poised on the brink of something more."
"MLCBenchLapSittingRevCowgirl","\N","{actor0} sits on the bench, his cock buried deep inside {actor1} as she straddles him in a cowgirl position. She grinds her vulva down on his shaft, riding him with abandon while he wraps his arms around her body, holding her close as she takes control of the pace."
"MLCReverseEmbraceCrescent1","\N","{actor0} is standing, his feet planted firmly on the ground, as he takes {actor1} from behind, her bent over and facing away from him, his rigid shaft deep inside her slick pussy, their bodies locked in a passionate embrace of raw desire."
"MLCBedFoMNippleLickingHandjob","\N","{actor0} lies back as {actor1} lies beside him, her mouth locked onto his nipple, teasing it with her tongue. At the same time, she wraps her hand around his shaft, stroking it with a firm grip, her fingers moving in a sensual rhythm."
"MLCBedGoToPussyJob2Rev","\N","{actor0} lies back, while {actor1} kneels beside him, the scene is momentarily still, poised in transition."
"MLCBedGoToSuckBreastHandjobRev","\N","{actor0} is lying back, while {actor1} is kneeling beside him, creating an intimate transition moment."
"MLCBedKneelingLyingBack","\N","{actor0} is down on his knees beside {actor1}, who's lying back with her body fully exposed, both of them pausing in anticipation of the next move, their eyes locked on each other with desire."
"MLCBedKneelingBlowjob2","\N","{actor0} lies back while {actor1} kneels over him, her mouth wrapped around his cock as she performs a passionate blowjob, her tongue working his shaft in a sensual, oral caress."
"MLCBedMoFBetweenKiss","\N","{actor0} lies beside {actor1}, their bodies intertwined as they share a romantic and sensual kiss on her neck, his lips gently brushing against her skin, while {actor1} lies back, her eyes closed, lost in the moment."
"MLCBenchGoToLapSitting","\N","{actor0} is sitting on the bench, while {actor1} stands beside him, her feet planted firmly on the ground."
"MLCGoToReverseEmbraceLegUp2","\N","{actor0} stands behind {actor1}, his erect dick thrusting into her pussy as she stands facing away from him."
"MLCBenchGoToLapSittingRevCowgirl","\N","{actor0} is sitting on the bench, with {actor1} sitting beside him, her hand wrapped around his cock as she gives him a handjob. At the same time, {actor0} has his arm around {actor1}, holding her close to his body."
"MLCGoToReverseEmbraceCrescent3Rev","\N","{actor0} is standing, thrusting his cock into {actor1}'s pussy from behind as she bends over, her feet firmly on the ground."
"MLCBenchGoToLapSittingRevCowgirl2Rev","\N","{actor0} is sitting on the bench, his penis thrusting into {actor1}'s vulva as she sits on top of him, her body actively grinding against his. At the same time, {actor0} wraps his arms around {actor1}, holding her body close to his."
"MLCGoToStandingEmbraceBite","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground."
"MLCBedGoToPussyJobRev","\N","{actor0} lies back, while {actor1} kneels beside him, a moment of stillness between them."
"MLCBedLegsUpMissionary","\N","{actor0} is kneeling over {actor1}, who's lying back as he thrusts his rigid cock into her vulva in a passionate missionary-style vaginalsex."
"MLCBedKneelingBlowjob","\N","{actor1} is kneeling beside {actor0}, who is lying back, as she wraps her lips around his cock, sucking him off in a sloppy blowjob. At the same time, she's also jerking him off with her hand, her fingers wrapped tightly around his shaft."
"MLCBedLegsUpMissionaryKiss","\N","{actor0} is kneeling beside {actor1}, who is lying back, as he strokes his own cock in a solo sexual act, lost in his own pleasure."
"MLCGoToReverseEmbraceCrescent3","\N","{actor0} is standing behind {actor1}, who is bent over with her feet on the ground, as he thrusts his cock into her pussy during their intense vaginal sex."
"MLCBedPussyJob","\N","{actor0} lies back as {actor1} kneels over him, her vulva grinding against his cock in a slow, sensual rhythm. At the same time, {actor1} smothers {actor0}'s face with her breasts, breeding an air of erotic intimacy, while {actor0} tightly holds {actor1}'s body, as he reaches his peak, releasing a load onto her butt."
"MLCGoToKneeling","\N","{actor0} is kneeling on the ground, while {actor1} stands over him, no notable action is happening in this still moment."
"MLCGoToSquattingHandjob","\N","{actor0} is standing with his feet on the ground, while {actor1} is kneeling in front of him, wrapped her hand around his erect cock, slowly stroking it up and down, giving him a thorough handjob."
"MLCMatingPress","\N","{actor0} is squatting with his feet firmly on the ground, while {actor1} is lying back, positioned in a way that's just begging for some attention. The air is charged with anticipation as they both wait for the moment to dive back into their passionate encounter."
"MLCSquatting","\N","{actor0} is standing with his feet on the ground, gazing down at {actor1}, who is kneeling in front of him, her head tilted upwards. He gently cradles her head in his hands, holding it in place as they both anticipate their next move."
"MLCReverseEmbraceNeckKiss","\N","{actor0} and {actor1} stand facing each other, locked in a passionate kiss, their feet planted firmly on the ground. As they kiss, {actor0} gently holds {actor1}'s head in his hands, while she reciprocates by cradling his head in hers, their mouths meeting in a romantic and sensual lip-lock."
"MLCSquattingBlowjob","\N","{actor0} stands with his feet on the ground, his erect cock being sucked by {actor1}, who is kneeling in front of him, her mouth wrapped around his shaft as she performs a blowjob."
"MLCSquattingHandjob3","\N","{actor0} is standing, while {actor1} is kneeling in front of him, her hand wrapped around his shaft as she gives him a handjob."
"MLCSquattingBlowjobAfterLick","\N","{actor0} stands with his feet on the ground as {actor1} kneels before him, her mouth wrapped around his cock, licking and sucking it in a sensual oral tease. At the same time, she strokes his shaft with her hand, giving him a handjob, while also pleasuring herself, her fingers dancing across her own clit in a solo play."
"MLCStandingBite","\N","{actor0} stands tall, his fangs bared as he devours {actor1}'s neck, sinking his teeth into her tender flesh in a sensual and seductive vampire bite, {actor1} standing passive,succumbing to his dark desires."
"MLCStraddling","\N","{actor0} is standing with his feet firmly on the ground, while {actor1} is suspended in mid-air, her body tantalizingly positioned, as they both pause in anticipation of their next erotic escapade. The air is electric with expectation, their bodies tense with desire, ready to surrender to their passions."
"MLCBedGoToCowgirlRev","\N","{actor0} is lying back, while {actor1} is kneeling beside him, poised in a state of anticipation."
"MLCBedLegsUpMissionary2","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, his cock thrusting into her pussy in a classic missionary position."
"MLCBedMoFNippleSucking","\N","{actor0} is lying down, his mouth wrapped around {actor1}'s nipple, suckling it gently as they lay together, {actor1} lying beside him, her nipple erect in his mouth."
"MLCBedKneelingHandjob","\N","{actor0} lies back while {actor1} kneels beside him, gripping his cock firmly as she strokes him off with a sensual handjob, her touch sending shivers down his spine."
"MLCGoToSquattingRev","\N","{actor0} and {actor1} are standing facing each other, their bodies close but not touching, a moment of anticipation hanging in the air as they transition into something more intimate."
"MLCMatingPressAnal3","\N","{actor0} is squatting over {actor1}, who is lying back, as he thrusts his cock into her asshole, engaging in a passionate anal sex act."
"MLCReverseEmbraceCrescent3Alt","\N","{actor0} is standing, slamming his cock into {actor1} from behind as she bends over, her pussy taking his thrusts while she stands with her feet on the ground."
"MLCGoToMatingPress","\N","{actor0} is standing with his feet firmly on the ground, while {actor1} is lying back, her body reclined in a relaxed position."
"MLCGoToReverseEmbraceLegUp2Rev","\N","{actor0} is standing with his feet shoulder-width apart, his erection buried deep inside {actor1}'s pussy as she stands facing away from him, her back to his chest."
"MLCBedSuckBreastHandjob","\N","{actor1} is kneeling beside {actor0}, who is lying back, as she wraps her hand around his shaft, stroking him in a sensual handjob. At the same time, {actor0} buries his face in {actor1}'s chest, his mouth latching onto her nipple, sucking and teasing it with his tongue."
"MLCGoToReverseEmbraceLegUp1Rev","\N","{actor0} is standing, his feet rooted to the ground, as he engages in vaginal sex with {actor1}, who stands facing away from him, her feet also planted firmly on the ground. He thrusts into her from behind, his penis penetrating her vulva in a passionate and intimate connection."
"MLCBenchLapSitting","\N","{actor0} is sitting on the bench, his penis being stroked by {actor1}'s hand in a sensual handjob. At the same time, {actor0} has his arm wrapped around {actor1}, holding her close as they sit together."
"MLCGoToSquattingHandjobRev","\N","{actor0} stands tall, his feet firmly on the ground, while {actor1} kneels before him, her eyes cast upward."
"MLCKneeling","\N","{actor0} is kneeling beside {actor1}, who is also on her knees, both of them anticipating their next move, their eyes fixed on each other with desire."
"MLCReverseEmbraceAnalSex3","\N","{actor0} stands with his feet on the ground, his penis penetrating {actor1}'s anus from behind as she is suspended in mid-air, facing away from him, her butt exposed to him."
"MLCMatingPressAnal2","\N","{actor0} is squatting, his cock buried deep in {actor1}'s ass as she lies back, her legs spread wide to accommodate his thrusts."
"MLCReverseEmbraceBite","\N","{actor0} stands tall, his feet firmly on the ground, as he devours {actor1} with a seductive and sensual vampire bite, his fangs sinking into her neck as she stands before him, her feet also planted on the ground."
"MLCReverseEmbrace","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, their bodies tense with anticipation as they await their next erotic encounter."
"MLCReverseEmbraceHandjob2","\N","{actor0} stands with his feet shoulder-width apart, while {actor1} bends over in front of him, her hands grasping his stiff cock as she gives him a handjob. At the same time, {actor0} reaches down and slips his fingers into {actor1}'s pussy, fingering her from behind as she moans in pleasure."
"MLCReverseEmbraceSex6","\N","{actor0} is standing behind {actor1}, who is bent over with her feet on the ground, facing away from him. He is pulling her hair sensually with one hand while thrusting his penis into her vulva from behind, engaging in vaginal sex."
"MLCReverseEmbraceAnalSex2","\N","{actor0} is standing with his feet rooted to the ground, his rigid cock buried deep in {actor1}'s tight asshole as she stands facing away from him, her butt pressed against his groin."
"MLCGoToReverseEmbraceLegUp3","\N","{actor0} is standing, his dick buried deep inside {actor1}'s pussy as she stands facing away from him, her back to his front."
"MLCReverseEmbraceLegUp2","\N","{actor0} stands facing {actor1}, who has her back to him, as they engage in a passionate, sensual French kiss. At the same time, {actor1} actively grinds her vulva against {actor0}'s penis, taking him inside her, while {actor0} rubs her clitoris with his fingers, adding to the intensity of their sexual encounter."
"MLCMatingPressAnal","\N","{actor0} is squatting, his dick thrusting into {actor1}'s asshole as she lies back, her body arched in pleasure, taking his cock deep inside her."
"MLCBenchLapSittingRevCowgirl2","\N","{actor1} straddles {actor0} on the bench, her hands on his shoulders as she rides him in a passionate cowgirl position, while {actor0} sits, his hands exploring her breasts, heightening her arousal as they move in sync."
"MLCReverseEmbraceNeckKiss2","\N","{actor0} and {actor1} stand face to face, their feet planted firmly on the ground. As they lock lips, {actor0} bends in to sensually kiss {actor1}'s neck, his mouth gentle on her skin, while {actor0} cradles her head with his hand, and {actor1} reciprocates by holding his head in her own hand."
"MLCShelfGoToKneelingBoobjobRev","\N","{actor0} stands with his feet firmly on the ground, while {actor1} kneels beside him, near the shelf, in a moment of transition, pausing before whatever comes next."
"MLCShelfKneelingBoobjob2","\N","{actor0} stands with his feet shoulder-width apart, while {actor1} kneels in front of him, her mouth wrapped around his erect cock, giving him a boobjob."
"MLCStandingEmbraceKissSex2","\N","{actor0} is standing, his erect cock thrusting into {actor1}'s pussy as she stands facing him, her legs spread apart to accommodate his penetration."
"MLCStandingEmbrace","\N","{actor0} and {actor1} stand facing each other, their feet planted firmly on the ground. {actor0} gently cradles {actor1}'s head in his hands, his fingers tenderly wrapped around her skull as they both anticipate their next intimate encounter."
"MLCStandingEmbraceKissSex","\N","{actor0} and {actor1} are standing, locked in a passionate, sensual kiss. At the same time, {actor0} is thrusting his cock into {actor1}'s pussy as they engage in intense vaginal sex."
"MLCBedPussyJob2","\N","{actor0} is sitting while {actor1} is kneeling in front of him, her body pressed against his as he wraps his arms around her, holding her close. At the same time, {actor1} is grinding her vulva against {actor0}'s erect penis, the sexual tension between them palpable, as {actor0}'s mouth is latched onto {actor1}'s nipple, sucking and teasing it with his lips."
"MLCGoToReverseEmbraceLegUp3Rev","\N","{actor0} stands behind {actor1}, his erection buried deep in her vulva as they engage in a passionate vaginal sex act, her back facing him as she stands with her feet on the ground."
"MLCGoToSquatting","\N","{actor0} and {actor1} are standing face to face, their bodies close but not touching, the tension between them palpable as they pause in a moment of transition."
"MLCGoToReverseEmbraceCrescent2","\N","{actor0} is standing, his erect cock penetrating {actor1}'s pussy from behind as she bends over, her hands on her knees."
"MLCMatingPressFingering","\N","{actor0} is squatting, his feet firmly on the ground, as he fingers {actor1}'s anus, his hand buried in her butt, in a sexual and intimate act, while {actor1} lies back, her body open to his touch."
"MLCReverseEmbraceSex4","\N","{actor0} is standing, while {actor1} is standing with her feet on the ground, bending over and facing away from him. He is simultaneously burying his erection deep into her vulva and using his hand to provide sensual oral fingering, as she stimulates her own clitoris in a moment of self-pleasure."
"MLCShelfKneelingIdle","\N","{actor0} stands with his feet on the ground, while {actor1} kneels beside him, her hand sensually holding his thigh in a romantic gesture."
"MLCReverseEmbraceSex2","\N","{actor0} is standing behind {actor1}, his dick buried in her pussy as she bends over, her feet shoulder-width apart and her ass facing him. At the same time, {actor1} is rubbing her clitoris with her own fingers, intensifying the sensation of his thrusts."
"MLCSquattingBlowjobClimaxEx","\N","{actor0} is standing with his feet planted firmly on the ground, while {actor1} is kneeling in front of him, her mouth wrapped around his cock as she gives him a sloppy blow job, her tongue licking and teasing his shaft."
"MLCSquattingHandjob","\N","{actor0} stands with his feet on the ground, while {actor1} kneels before him, her hand gripping his shaft as she gives him a handjob."
"MLCSquattingBlowjob2","\N","{actor0} is standing with his feet on the ground, while {actor1} is kneeling in front of him, her mouth wrapped around his dick, sucking him off in a passionate blowjob. At the same time, {actor1} is masturbating herself, her fingers expertly stroking her own clit."
"MLCStandingEmbraceKissSex4","\N","{actor0} and {actor1} are standing, locked in a passionate kiss as they engage in steamy vaginal sex, with {actor0}'s cock thrusting into {actor1}'s pussy."
"MLCBedGoToLegsUpMissionary","\N","{actor0} is kneeling beside {actor1}, who is lying back, with no immediate action taking place between them."
"MLCBedCowgirl","\N","{actor1} straddles {actor0}, who's lying back, and impales herself on his stiff cock, riding him with abandon as she kneels over him, his hands grasping her hips to steady her."
"MLCBedGoToCowgirlSideRev","\N","{actor0} lies back as {actor1} kneels over him, his hands grasping her body, his penis thrusting into her vulva in a passionate, sexual act of vaginal sex."
"MLCGoToReverseEmbraceBite","\N","{actor0} and {actor1} are standing facing each other, both with their feet firmly on the ground. They're in a neutral position, not engaging in any physical activity."
"MLCKneelingSpankIdle2","\N","{actor0} is kneeling, facing {actor1}, who is also on her knees, both of them frozen in anticipation, their bodies inches apart, awaiting the next move in their intimate encounter."
"MLCSquattingBlowjobClimaxIn","\N","{actor0} stands with his feet grounded, his penis firmly in {actor1}'s mouth as she kneels before him, simultaneously fingering her own wet pussy."
"MLCReverseEmbraceCrescent2","\N","{actor0} stands behind {actor1}, who bends over, as he thrusts his dick into her pussy, with {actor1} taking an active role, moving her hips to meet his rhythm."
"MLCSquattingBlowjobAfter","\N","{actor0} is standing with his feet on the ground, his cock being licked by {actor1}, who is on her knees in front of him, her tongue wrapping around his shaft in a sensual oral caress. Meanwhile, {actor1} is also fingering her own pussy, stroking her clit as she savors the taste of {actor0}'s dick."
"MLCBedMoFBellyKiss","\N","{actor0} is lying down, gently kissing {actor1}'s neck in a romantic and sensual manner as she lies beside him."
"MLCBedGoToKneelingHandjobRev","\N","{actor1} kneels beside {actor0}, who lies back, in a moment of stillness amidst a transitioning scene."
