"ostim_id","sexlab_id","description"
"DrG_furnitureLTN_Cha!Ir_Sx_DragoChairHoldingBoobsLarger","\N","{actor1} is riding {actor0} in a reverse cowgirl position, facing away from him as she bounces up and down with her vulva wrapped around his erect penis, dominantly controlling the pace of their passionate vaginal sex. {actor0} sits with his feet grounded, letting {actor1} take the lead."
"DrG_furnitureLTN_Cha!Ir_Ap_ChairIdleMale","\N","{actor0} sits in a chair with his feet planted firmly on the ground, looking anticipatory and ready for his next sexual encounter. His eyes gleam with expectation, awaiting the moment when he'll be able to indulge in some passionate action."
"DrG_furnitureLTN_WaLl_Sx_DragoWallDoggySex","\N","{actor0} stands behind {actor1}, who is bent over with her feet on the ground, as he thrusts his penis into her vulva in a doggystyle position."
"DrG_furnitureLTN_WaLl_Ap_WallDragoHub","\N","{actor0} and {actor1} stand facing each other, their bodies inches apart, with their feet firmly on the ground against the wall, anticipating their next move. The air is charged with tension as they wait for the moment to escalate their intimate encounter."
"DrG_furnitureLTN_Cha!Ir_Po_DragoSittingFemaleMasturbation","\N","{actor0} sits in the chair with her feet on the ground, fingering her own pussy as she simultaneously sticks her fingers in her mouth, sucking on them in a sensual self-pleasuring moment."
"DrG_LTNaddon","\N","{actor0} is kneeling on the bed, while {actor1} is lying back with her legs spread apart. No active sex acts are happening at this moment, they're just paused in this position."
"DrG_furnitureLTN_Cha!Ir_Ap_ChairDragoHub","\N","{actor0} is sitting on the chair, his feet planted firmly on the ground, while {actor1} is standing in front of him, her feet also on the ground, both of them idly waiting for their next erotic endeavor, anticipation building in the air."
"DrG_addonLTN_KneLyB_Sx_DragoMissionarySmaller","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, his erection buried deep inside her vulva as they engage in passionate vaginal sex."
"DrG_addonLTN_StaSta_An_DragoStandingNeckPullSex","\N","{actor0} stands behind {actor1}, his dick buried deep in her ass as he tightly grips her neck with his hand, {actor1} standing with her feet on the ground, facing away from him."
"DrG_furnitureLTN_Cha!Ir_Ap_ChairIdleFemale","\N","{actor0} is sitting in a chair with her feet planted firmly on the ground, her body language exuding anticipation as she waits for her next erotic encounter."
"DrG_furnitureLTN_Cha!Ir_Sx_DragoChairHoldingBoobs","\N","{actor1} is riding {actor0} in a reverse cowgirl position, facing away from him, on top of him as he sits in the chair with his feet planted firmly on the ground, her vulva grinding against his penis as she takes the lead in their passionate vaginal sex, his penis buried deep inside her."
"DrG_furnitureLTN_Cha!Ir_Po_DragoSittingFemaleMasturbationLarger","\N","{actor0} sits in the chair with her feet planted firmly on the ground, her fingers slipping into her mouth as she suckles on them, while simultaneously, her other hand delves between her thighs, her fingers tracing circles around her vulva, stimulating herself."
"DrG_furnitureLTN_Ben!Ch_Hub","\N","{actor0} is sitting on the bench with his feet planted firmly on the ground, while {actor1} stands beside him, her feet also on the ground, both of them appearing idle and anticipating their next intimate encounter."
"DrG_addonLTN_LySLyS_Sx_DragoSpooningSex","\N","{actor0} lies on his side, his erect cock buried deep inside {actor1}'s pussy as they spoon, her body curled around his, his arms wrapped tightly around her waist, their bodies entwined in a tender, intimate embrace."
"DrG_addonLTN_LyBMoU_Sx_DragoSquattingCowgirlLarger","\N","{actor1} is squatting on top of {actor0}, who's lying back, as they engage in a passionate vaginal sex act, with {actor0}'s throbbing cock thrusting deep into {actor1}'s wet pussy."
"DrG_furnitureLTN_Cha!Ir_Sx_DragoReverseCowgirl","\N","{actor1} is riding {actor0} in a reverse cowgirl position, facing away from him as she bounces up and down on his throbbing cock, her vulva enveloping his shaft as she takes control of the vaginalsex. {actor0} sits with his feet on the ground, his hands likely grasping {actor1}'s hips or ass as she actively grinds against him."
"DrG_addonLTN_LyBMoU_Sx_DragoReverseCowgirl","\N","{actor1} is squatting on top of {actor0}, who's lying back, as they engage in a passionate vaginal sex act, with {actor0}'s cock thrusting into {actor1}'s pussy."
"DrG_furnitureLTN_Cha!Ir_Sx_DragoReverseCowgirlLarger","\N","{actor1} is riding {actor0} in a reverse cowgirl position, facing away from him as she bounces up and down on his stiff cock, her vulva engulfing his shaft as she takes control of the passionate vaginalsex."
"DrG_addonLTN_StaSta_Sx_DragoHoldingLegsUpSex","\N","{actor0} stands behind {actor1}, who's facing away from him, and thrusts his stiff cock into her pussy as he holds onto her legs, keeping her in place."
"DrG_furnitureLTN_WaLl_Sx_DragoWallDoggySexBeam","\N","{actor0} stands behind {actor1}, who is bent over with her feet on the ground, as he enters her from behind in a doggystyle position, his penis thrusting into her vulva."
