"ostim_id","sexlab_id","description"
"OARE_DevourVampireBiteFemaleStanding","\N","{actor0} and {actor1} are standing, inches apart, as {actor1} leans in to give {actor0} a sensual, seductive vampire bite, their lips locking onto {actor0}'s neck in a romantic and erotic gesture."
"OARE_HoldKneesFrontalSex","\N","{actor0} is kneeling over {actor1} who's lying on her back, his dick thrusting into her pussy as they engage in a passionate, missionary-style vaginal sex."
"OARE_FemaleKneelingUndressMaleBottom","\N","{actor0} stands tall, while {actor1} kneels before him, their eyes locked as they engage in a moment of anticipation, the air thick with tension, the only sound being {actor1}'s audible breathing, their chest rising and falling with each ragged inhale and exhale, their focus solely on the moment unfolding before them."
"OARE_HoldingArmsStandingBack","\N","{actor0} is standing behind {actor1}, who is bent over and facing away, as they engage in a passionate vaginal sex act, with {actor0}'s throbbing cock thrusting into {actor1}'s wet pussy."
"OARE_LyingCuddleKiss","\N","{actor0} and {actor1} are cozied up beside each other, both lying on their sides, engaged in a romantic and sensual kiss, their bodies touching as they cuddle."
"OARE_LyingOnSideSexFromBehind","\N","{actor0} is lying on his side, while {actor1} is also on her side, facing him, as they engage in passionate vaginal sex, with {actor0}'s throbbing cock thrusting into {actor1}'s moist pussy."
"OARE_MaleLyingKiss","\N","{actor0} is lying back while {actor1} is lying beside them, and they're sharing a romantic and sensual kiss."
"OARE_LyingCuddleKissMasturbation","\N","{actor0} is lying on their side, passionately kissing {actor1}, who is lying back, as they sensually and romantically lock lips. At the same time, {actor0} is rubbing {actor1}'s clitoris with their hand, stimulating her vulva in a sexual manner."
"OARE_ActionMaleCaressHug","\N","{actor0} and {actor1} are standing facing each other, neither of them actively engaging in any physical interaction. They're simply standing, motionless, with no apparent action taking place between them."
"OARE_AceBentOverFootjob","\N","{actor0} is kneeling, his cock buried between {actor1}'s feet as they assume an all-fours position, facing away, and work him into a frenzy with a sensual footjob."
"OARE_ChairMaleSittingFellatio","\N","{actor0} is sitting in the chair, while {actor1} is kneeling in front of him, performing a blowjob, wrapping their mouth around his dick in a sensual oral encounter."
"OARE_ChairGropingBreast","\N","{actor0} is sitting in the chair, while {actor1} is standing in front of them, her breasts being sensually groped by {actor0}'s hands. The tension is palpable as they both eagerly anticipate their next erotic encounter."
"OARE_AceLyingBoobjob_MaleClimax","\N","{actor0} is lying back, reaching orgasm as {actor1} is sitting on top of him, giving him a sloppy boobjob with her breasts wrapped around his stiff cock."
"OARE_AceCowgirlLegsCrossed","\N","{actor1} is riding {actor0}, sitting on top of him as he lies back, her vulva enveloping his erect cock, actively grinding and sliding up and down, their bodies merged in a passionate, sexual union."
"OARE_GoBackReverseMountedFemale","\N","{actor0} lies back, while {actor1} kneels beside them, poised in a state of anticipation, with no immediate action unfolding between them."
"OARE_GoBackMaleStandingFemaleSquatting","\N","{actor0} stands upright, while {actor1} crouches down into a squatting position beside them."
"OARE_FKneeling_MouthFuck","\N","{actor0} is standing, his dick buried in {actor1}'s mouth as {actor1} sits, actively sucking his cock, their lips wrapped around his shaft in a sloppy blowjob."
"OARE_CowgirlSquatting","\N","{actor1} is squatting over {actor0}, who's lying back, as she actively rides his cock in a cowgirl position, his dick thrusting into her pussy."
"OARE_DevourVampireBiteMaleStanding","\N","{actor0} stands towering over {actor1}, who also stands, as {actor0}'s fangs sink into {actor1}'s neck in a sensual and seductive vampire bite, {actor1} succumbing to the intimate and erotic sensation."
"OARE_CowgirlHandsOnHips","\N","{actor1} is on top of {actor0}, kneeling over him as he lies back, her vulva enveloping his rigid cock in a passionate cowgirl pose, his hands grasping her hips as she rides him with reckless abandon, their bodies moving in tandem as they devour each other in a frenzied, sexual dance."
"OARE_HoldingChinHug","\N","{actor0} and {actor1} are standing together, wrapped in each other's arms, cuddling and enjoying a warm, intimate moment."
"OARE_HandOnHeadBlowjob","\N","{actor0} stands tall, his erect cock shoved deep down {actor1}'s throat as they kneel before him, sucking him off in a frenzied blowjob. Meanwhile, {actor0}'s hand grasps the back of {actor1}'s head, holding it in place as he face-fucks them."
"OARE_FSquatting_FellatioMasturbation","\N","{actor0} is standing while {actor1} is kneeling in front of him, her mouth wrapped around his cock as she performs a blowjob. At the same time, {actor1} is masturbating, her fingers stroking her own pussy as she gets herself off."
"OARE_CowgirlLeanBack","\N","{actor1} is kneeling over {actor0}, who's lying back, as she rides his cock in a steamy cowgirl position, her vulva enveloping his erect penis in a passionate, sex-charged encounter."
"OARE_GoBackStandingHoldingFromBehind","\N","{actor0} is standing, while {actor1} is standing with their back to them, facing away."
"OARE_LyingCuddlingApproach","\N","{actor0} and {actor1} are lying side by side, cuddled up together in a warm and intimate embrace."
"OARE_LyingOnSideSexRaisedLeg","\N","{actor0} is kneeling beside {actor1}, who is lying on her side, as he thrusts his cock into her pussy during their intense sexual encounter."
"OARE_HeadCaress","\N","{actor0} stands beside {actor1}, gently patting {actor1}'s head with their hand, as {actor1} stands there, breathing audibly, their breath grazing their own skin."
"OARE_CookingPotButtGrab","\N","{actor0} is standing at the cooking pot, reaching out to sensually grope {actor1}'s butt as {actor1} stands facing away, their body positioned to receive the intimate touch."
"OARE_Doggystyle","\N","{actor0} is kneeling behind {actor1}, who is on all fours facing away, as he thrusts his cock into her pussy in a doggystyle position, their bodies moving in a rhythmic motion."
"OARE_LyingCuddling","\N","{actor0} and {actor1} are lying side by side, cuddled up together in a warm and intimate embrace."
"OARE_MaleSleepingFront","\N","{actor0} lies on his front, fast asleep, his body relaxed and still, unaware of the erotic adventures that await him."
"OARE_LapPillowHeadStroke","\N","{actor0} lies on their side while {actor1} sits beside them, gently stroking {actor0}'s head with their hand, as {actor1}'s audible breathing fills the air."
"OARE_DevourDrainedMaleSitting","\N","{actor0} is sitting in a drowsy state, while {actor1} sits beside them, both seemingly idle and anticipating their next erotic encounter. The atmosphere is tranquil, with no immediate action unfolding between the two."
"OARE_DoggystyleLoweredTorsoFacingSide","\N","{actor0} is kneeling behind {actor1}, who is on all fours, facing away from him, as he pounds into her from behind in a doggystyle position, his dick thrusting into her pussy in a passionate and intense vaginal sex act."
"OARE_CunnilingusRear","\N","{actor0} is kneeling in front of {actor1}, who is standing, as they go down on her, their tongue licking her vulva in a passionate oral sex act."
"OARE_CuddleFromBehind","\N","{actor0} is standing, while {actor1} is standing with their back to them, the two are cuddled up together, enjoying a tender moment of intimacy."
"OARE_GropingButtKiss","\N","{actor0} and {actor1} stand face to face, sharing a romantic and sensual kiss. At the same time, {actor0} reaches out to grope {actor1}'s butt in a sensual motion."
"OARE_MaleSoloLyingIdle","\N","{actor0} lies back, his body relaxed, awaiting the next move, his erection prominent as he anticipates his upcoming sex participation, ready to unleash his desires."
"OARE_MaleSoloStandingIdle","\N","{actor0} is standing upright, his body tense with anticipation as he waits for his next erotic encounter, his groin subtly straining with expectation."
"OARE_MaleStandingFemaleSquatting","\N","{actor0} stands tall, while {actor1} squats down, both of them paused in anticipation, awaiting their next erotic encounter."
"OARE_SHFBMaleUndressFemaleTorso2","\N","{actor0} is enthusiastically stripping {actor1}, slowly removing their clothes to reveal their naked body."
"OARE_MissionaryHugKissCrossedLegs","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, their lips locked in a romantic and sensual kiss. At the same time, {actor0}'s cock is thrusting into {actor1}'s pussy as they engage in passionate vaginal sex."
"OARE_ShelfReadingKissTA","\N","{actor0} and {actor1} stand facing each other at the shelf, their lips locked in a romantic and sensual kiss, as they cuddle up close, enjoying the intimate moment together."
"OARE_MountedFemaleFeetOnChest","\N","{actor1} is kneeling beside {actor0}, who is lying back, as they both pause momentarily, anticipating their next move in their erotic encounter. The air is electric with expectation, with a focus on {actor1}'s feet, which are prominently displayed in this pose, catering to a foot fetish."
"OARE_StandingHug","\N","{actor0} and {actor1} share a tender moment, standing facing each other as {actor0} wraps his arms around {actor1} in a sensual one-sided hug, pulling her close."
"OARE_SittingCunnilingusHairGrab","\N","{actor0} is lying on their front, face buried between {actor1}'s legs as they perform cunnilingus on her, their lips and mouth working her vulva. {actor1} sits above, her body positioned to receive the oral attention."
"OARE_SittingMaleApproachUndressFemale_Pt2","\N","{actor0} is sitting next to {actor1}, who's also seated, as they proceed to remove {actor1}'s clothes completely."
"OARE_ProneSexMaleKneeling","\N","{actor0} is kneeling behind {actor1}, who's lying on her front, facing away from him, as he pounds into her from behind in a doggystyle position, his cock thrusting in and out of her pussy in a intense, sexual rhythm."
"OARE_SpooningCuddling2","\N","{actor0} and {actor1} are lying side by side, cuddling each other, basking in a warm and intimate moment together."
"OARE_TableIdleFacingEachOther","\N","{actor0} and {actor1} stand idly by the table, both seemingly eager for their next erotic encounter, their anticipation palpable as they await the moment to re-engage in passionate activities. For now, they simply stand, their desires momentarily dormant."
"OARE_TableSittingSex","\N","{actor0} is standing, drilling into {actor1} from above, as she lies back on the table, her legs spread wide, receiving his cock in a classic missionary position, with him thrusting into her pussy."
"OARE_ProneSexFemaleLegsOut","\N","{actor0} lies on his front, his cock thrusting into {actor1}'s pussy as she lies on her front, her body writhing in ecstasy."
"OARE_RearSexFPerformer","\N","{actor0} is kneeling behind {actor1}, who is on all fours facing away from him, as he thrusts his cock into her pussy in a doggystyle position, their bodies moving in unison as they engage in passionate vaginal sex."
"OARE_SittingGropingBreast","\N","{actor0} is sitting next to {actor1}, who is also seated, as they engage in a sensual groping of her breasts, with {actor0}'s hands gently caressing her boobs."
"OARE_StandingUndressingFemaleShoes","\N","{actor0} and {actor1} are standing facing each other, both of them in the process of undressing, the air thick with anticipation as they transition into a more intimate moment."
"OARE_MatingPressEmbrace2","\N","{actor0} is squatting over {actor1}, who lies back as he thrusts his cock into her pussy in a sensual missionary position, their lips locked in a romantic kiss."
"OARE_MissionaryHoldingLegs","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, his cock buried deep inside her pussy as they engage in a passionate missionary-style vaginal sex."
"OARE_MissionarySpreadLegs","\N","{actor0} is kneeling between {actor1}'s legs as she lies back, his cock thrusting into her pussy in a classic missionary position."
"OARE_MissionaryMaleClimaxInternal","\N","{actor0} is kneeling between {actor1}'s legs, his cock buried deep inside her pussy as he reaches a thunderous orgasm, his body trembling with release. {actor1} lies back, her eyes closed, her hands grasping {actor0}'s hips as he pounds into her, their bodies moving in perfect sync."
"OARE_SittingBreastSucking","\N","{actor0} is kneeling in front of {actor1}, who is sitting, as {actor0} sucks on {actor1}'s nipples, performing an oral and intimate act."
"OARE_PrincessCarryHandOnFace","\N","{actor0} is standing, while {actor1} is suspended in the air, and they're sharing a tender moment of cuddling."
"OARE_StandingHandHolding","\N","{actor0} and {actor1} stand together, romantically holding hands."
"OARE_StandingHoldingSex","\N","{actor0} is standing, his erection thrusting into {actor1}'s pussy as she stands facing him, their bodies locked in a passionate embrace."
"OARE_SittingFellatioLyingFemale","\N","{actor0} is sitting while {actor1} is lying on their front, their mouth wrapped around {actor0}'s dick as they give him a sloppy blowjob."
"OARE_SittingMaleApproachUndressFemale_Pt1","\N","{actor0} and {actor1} are sitting next to each other, not engaging in any sexual activity."
"OARE_ProneSexFemaleLegsIn","\N","{actor0} lies on his front, thrusting his cock into {actor1}'s pussy as she lies on her front, her body arched to receive him. The two are locked in a primal, skin-to-skin embrace, their bodies moving in tandem as they engage in passionate vaginal sex."
"OARE_SpooningCuddling1","\N","{actor0} and {actor1} are lying side by side, cuddled up together in a tender moment, enjoying each other's company in a peaceful embrace."
"OARE_StandingUndressingFemaleTop","\N","{actor0} and {actor1} stand facing each other, both of them in the process of undressing, the tension between them palpable as they transition into a more intimate moment."
"OARE_ProneSexEmbraceFemaleLegsIn","\N","{actor0} lies on his front, his dick thrusting into {actor1}'s pussy as she lies on her front, her vulva wrapped around his shaft."
"OARE_SittingSexLeanBack","\N","{actor0} sits with his cock buried inside {actor1}'s pussy as she sits on top of him, her vulva wrapped around his penis in a sexual union."
"OARE_MaleSoloStandingThinking","\N","{actor0} stands idle, his erect cock at the ready, anticipating his next sex act."
"OARE_MatingPress","\N","{actor0} is squatting over {actor1}, who's lying back, as he thrusts his dick into her pussy in a missionary-style vaginal sex act."
"OARE_MissionaryHuggingKissing","\N","{actor0} kneels between {actor1}'s legs as she lies back, their lips locked in a romantic and sensual kiss. At the same time, {actor0}'s cock slides in and out of {actor1}'s pussy in a smooth, sexual rhythm."
"OARE_ShelfIdle","\N","{actor0} and {actor1} stand idly in front of a shelf, their anticipation palpable as they await their next illicit encounter."
"OARE_MountedHJFeet","\N","{actor0} is lying back while {actor1} is kneeling over him, giving him a handjob with her skilled hands wrapped around his throbbing cock."
"OARE_SHMaleUndressFemaleTorso2","\N","{actor0} is standing over {actor1}, who is also standing, as they both take turns stripping each other completely naked."
"OARE_MountedGrindBreastGrab","\N","{actor1} is kneeling over {actor0}, who's lying back, as she grinds against his stiff cock, her pussy rubbing against his erection in a sensual, sexual motion."
"OARE_StandingCarryingSex","\N","{actor0} is standing, thrusting his cock into {actor1}'s pussy as she hangs suspended, her body weight supported, with him fully immersed in her wet cunt."
"OARE_MountedTitfuckBreastGrab","\N","{actor0} is on his knees, his face buried between {actor1}'s breasts as she lies back, his mouth wrapped around her nipples, sucking and licking them in a sensual boobjob, while his erect cock is being stimulated by her hands."
"OARE_Standing","\N","{actor0} and {actor1} are standing facing each other, both seemingly ready and eager for their next erotic encounter, their anticipation palpable as they pause in idle expectation."
"OARE_OutstretchedArmsKiss","\N","{actor0} and {actor1} stand face-to-face, engaging in a romantic and sensual kiss, while cuddling each other closely."
"OARE_StandingHoldingFromBehind","\N","{actor0} is standing, while {actor1} is standing with their back turned, facing away from them, both seemingly paused in anticipation of their next erotic encounter."
"OARE_SittingCunnilingus","\N","{actor1} sits on {actor0}'s face as they lie on their front, their mouth buried in her vulva, performing cunnilingus."
"OARE_SittingFemaleApproach","\N","{actor0} is sitting comfortably, while {actor1} is kneeling beside them, both paused in anticipation of their next erotic encounter."
"OARE_RearSexHoldingArms2","\N","{actor0} is kneeling behind {actor1}, who is also on her knees facing away from him, as he penetrates her vulva with his penis in a sexual act of vaginal sex."
