"ostim_id","sexlab_id","description"
"\N","adultmissionary_S3","{actor0} kneels between {actor1}'s legs as she lies back, her body positioned for missionary sex. {actor0} thrusts his cock into {actor1}'s pussy while gently holding her leg in place."
"\N","adultmissionary_S4","{actor0} is on all fours, with {actor1} lying back beneath him, as he thrusts his cock into her vulva in a missionary-style vaginal sex act, while concurrently holding {actor1}'s leg in place with his hand."
"\N","adultmissionary_S5","{actor0} is on all fours, his feet firmly on the ground, as he thrusts his cock into {actor1}'s pussy in a classic missionary position, while {actor1} lies back, her body wrapped around his, and she squeezes him tight in a sensual, one-sided hug."
"\N","adultmissionary_S6","{actor0} is on all fours, his feet planted firmly on the ground, as he reaches his orgasmic peak, his cock buried deep inside {actor1}'s pussy in a missionary position, while they share a passionate and sensual kiss, their lips locked in a romantic embrace."
"\N","adult_rcg2_S1","{actor0} lies back as {actor1} assumes the all-fours position, her mouth wrapped around his cock, taking him in, a sensual blowjob."
"\N","adult_rcg2_S2","{actor0} lies back with his feet on the ground, jerking off his own cock as {actor1} squats over his face, her pussy inches from his mouth, with him eating her out."
"\N","adult_rcg2_S4","{actor0} lies back as {actor1} kneels over him, facing away, and straddles him in a reverse cowgirl position, actively riding his cock while he gropes her butt with his hands."
"\N","adult_rcg2_S3","{actor0} lies on his back as {actor1} lies on top of him, face down, in a 69 position. {actor0} uses his mouth to perform cunnilingus on {actor1}'s vulva, meanwhile {actor0} is also fondling {actor1}'s butt cheeks with his hands, while {actor1} is giving his penis a slobbery blow job."
"\N","adult_rcg2_S5","{actor1} is squatting over {actor0}, facing away from him, with her feet planted firmly on the ground, as she rides him in a reverse cowgirl position, his penis deep inside her vulva, their bodies moving in unison as they engage in passionate vaginal sex."
"\N","adult_rcg2_S6","{actor1} is on top of {actor0} in a reverse cowgirl position, facing away from him, with her legs spread wide as she rides him, her vulva enveloping his penis in a sensual, sexual rhythm, while {actor0} lies back, letting her take control."
"\N","adult_rcg2_S7","{actor1} is squatting on top of {actor0}, facing away from him, in a reverse cowgirl position, as she actively rides his erect cock, their bodies moving in sync as {actor0} lies back, his feet planted firmly on the ground, reaching a frenzied peak, his dick buried deep inside her pussy."
"\N","adult_sleep_S1","{actor0} is squatting over {actor1}, who's lying back, as he rubs his erection against her face in a sensual motion, while she remains fast asleep beside him."
"\N","adult_sleep_S2","{actor0}, squatting with his feet on the ground, is actively rubbing {actor1}'s clitoris with his hand as she lies back, her mouth wrapped around his cock, giving him a blowjob."
"\N","adult_sleep_S3","{actor0} is on all fours, thrusting his dick into {actor1}'s pussy as she lies back, her eyes closed in a peaceful slumber, oblivious to the penetration."
"\N","adult_sleep_S4","{actor0} is kneeling beside {actor1}, who lies on her side, as {actor0} penetrates {actor1}'s vagina with his penis."
"\N","adult_sleep_S5","As {actor0} squats over {actor1}, who lies on her side, he thrusts his penis into her vulva in a frenzied, climaxing rhythm, his feet firmly planted on the ground. Meanwhile, {actor0} holds {actor1}'s leg, as {actor1} appears to be fast asleep, oblivious to the intensity of the moment."
"\N","Adult_Spooning_S1","{actor0} is squatting over {actor1}, who's lying on her front with her back facing upwards, as he thrusts his cock into her ass in a primal, raw fuck."
"\N","Adult_Spooning_S2","{actor0} is squatting with his feet on the ground, thrusting his cock into {actor1}'s anus from behind as she lies on her side, facing away from him, her butt exposed and receptive to his penetration."
"\N","Adult_Spooning_S4","{actor0} lies on his side, thrusting his cock into {actor1}'s ass from behind, as {actor1} lies on her back, her hands busy rubbing her own clit, pleasuring herself."
"\N","Adult_Spooning_S3","{actor0} lies on his side, his feet planted firmly on the ground, as he plunges his stiff cock into {actor1}'s asshole from behind, her body also sideways, facing away from him, her butt exposed and receptive to his thrusts."
"\N","Adult_Spooning_S5","{actor1} is lying on top of {actor0}, who is lying back with his feet on the ground, reaching his orgasm. As they're in the midst of anal sex, with {actor0}'s dick buried deep in {actor1}'s asshole, he simultaneously uses his hand to rub her clit, sending her to the height of pleasure."
"\N","adult_tease2_S1","{actor0} is lying back while {actor1} is on all fours, her feet planted firmly on the ground. {actor1} is giving {actor0} a tit job, her breasts enveloping his hard cock as he thrusts upwards."
"\N","adult_tease2_S2","{actor0} lies back as {actor1} straddles him, her feet planted firmly on the ground, her body positioned front-on-top of his. She uses her thighs to stimulate {actor0}'s shaft, giving him a sultry thighjob."
"\N","adult_tease2_S3","{actor0} lies back as {actor1} kneels over him, her thighs wrapped around his stiff dick, sliding up and down in a sensual rhythm, giving him a thigh job."
"\N","adult_tease2_S4","{actor0} is lying back with his feet on the ground, while {actor1} is kneeling and facing away from him, her butt in the air. She's riding his cock in a reverse cowgirl position, taking him deep into her anus as he thrusts upwards, their bodies moving in sync in a sensual, buttjob rhythm."
"\N","adult_tease2_S5","{actor1} is squatting over {actor0}, who's lying back, as she grinds her vulva against his erection in a sensual, sexual motion, their faces locked in a passionate gaze."
"\N","adult_tease2_S6","{actor0} lies back, climaxing, as {actor1} kneels over him, grinding her vulva against his erect penis in a sexual, intimate moment, their bodies entwined in a passionate, frenzied rhythm."
"\N","A_bedsleep_S1","{actor0} is standing beside the bed, masturbating with his hand wrapped around his cock, while {actor1} lies back on the bed, her eyes closed, seemingly asleep, as his other hand is gently groping her breasts."
"\N","A_bedsleep_S2","{actor0} stands beside the bed, his feet firmly on the ground, as he rubs his erection against {actor1}'s face, who lies back on the bed, fast asleep."
"\N","A_bedsleep_S3","{actor0} is standing beside the bed with his feet firmly on the ground, his dick firmly in {actor1}'s mouth as she lays on her side, her lips wrapped around his shaft, but {actor1} appears to be dozing off, unaware of the intense oral pleasure she's giving."
"\N","A_bedsleep_S4","{actor0} and {actor1} are lying side by side on the bed, with {actor0} gently thrusting his dick into {actor1}'s pussy as they engage in intimate vaginal sex. Meanwhile, {actor1} appears to be dozing off, caught up in the soothing rhythm of their lovemaking."
"\N","A_bedsleep_S5","{actor0} is on all fours, his feet planted firmly on the ground, as he thrusts into {actor1} who is lying back on the bed, her legs wrapped around him. At the same time, {actor1} appears to be dozing off or sleeping, despite being in the midst of vaginal sex with {actor0}."
"\N","A_bedsleep_S6","{actor0} is kneeling over {actor1}, who's lying back on the bed, as he frantically jerks off his cock to climax, coming all over {actor1}'s face, who's surprisingly sound asleep, completely unresponsive to the warm, sticky load splattering her skin."
"\N","A_chair_cg_S1","{actor0} is sitting in the chair with his feet on the ground, his penis being stroked by {actor1} as she stands in front of him, her hand firmly wrapped around his shaft. At the same time, {actor0} wraps his arms around {actor1} in a tender, sensual hug, pulling her close to him."
"\N","A_chair_cg_S2","{actor0} is sitting on the chair with his feet on the ground, while {actor1} is sitting on top of him, her feet also on the ground. They are passionately kissing, their lips locked in a romantic and sensual embrace, as {actor0} wraps his arms around {actor1} in a warm and sensual hug."
"\N","A_chair_cg_S3","{actor0} sits in the chair with his feet firmly on the ground, while {actor1} squats in front of him, facing away, her vulva aligned with his erection, as he thrusts into her from behind, engaging in a intense vaginal sex."
"\N","A_chair_cg_S4","{actor1} is sitting on top of {actor0} in a cowgirl position, straddling him as he sits on the chair with his feet planted firmly on the ground, his penis penetrating her vulva in a passionate vaginal sex act."
"\N","adult_bath_S2","{actor0} sits with his feet on the ground, while {actor1} kneels in front of him, teasing his cock with her hands."
"\N","adult_bath_S5","{actor0} lies back, his feet planted firmly on the ground, as he reaches his orgasmic peak, his body tensing up in ecstasy. Meanwhile, {actor1} kneels beside him, her hand wrapped around his throbbing cock, expertly bringing him to a shuddering climax with her skilled handjob."
"\N","adult_bath_S1","{actor0} sits on the ground with his feet flat, while {actor1} kneels beside him, teasing him with her hands."
"\N","adult_stool_S4","{actor0} stands behind {actor1}, who sits facing away from him, as he engages in vaginal sex with her, his penis thrusting into her vulva."
"\N","Adult_Bench_S4","{actor1} is standing with her feet on the ground, bending over and facing away from {actor0}, who is sitting on the bench. {actor1} is actively riding {actor0} in a reverse cowgirl position, her vulva enveloping his erect penis as they engage in passionate vaginal sex."
"\N","adult_stool_S5","{actor0} stands behind {actor1}, his erect cock thrusting into her pussy as she sits facing away from him."
"\N","adult_bar_table_S2","{actor0} is standing behind {actor1}, who is bent over and facing away from him, her feet planted firmly on the ground. He's got a firm grip on her hip as he thrusts his cock into her pussy from behind in a classic doggystyle position."
"\N","adult_bar_table_S3","{actor0} is standing behind {actor1}, who is also standing with her feet on the ground, facing away from him, as he pounds into her vulva from behind in a doggystyle position, his hands grasping her hips."
"\N","adult_bar_table_S5","{actor0} is standing with his feet on the ground, climaxing as he receives a blowjob from {actor1}, who is lying on her side with her mouth wrapped around his cock, while he simultaneously holds her head in place with his hand."
"\N","adult_stool_S1","{actor0} stands behind {actor1}, who sits facing away from him, as he actively performs a buttjob, thrusting his cock into her ass."
"\N","Adult_Bench_S3","{actor0} lies back on the bench, his legs straight out in front of him, as {actor1} stands over him, her thighs gripping his rock-hard dick in a tight, sensual thighjob, her feet planted firmly on the ground, her body towering above his in a dominant cowgirl pose."
"\N","adult_bar_table_S4","{actor0} is standing beside the table, his feet firmly on the ground, as {actor1} lies back on the table, her feet dangling off the edge. {actor1} is giving {actor0} a blowjob, her mouth wrapped around his cock, while simultaneously reaching up to gently hold his hip with her hand."
"\N","adult_stool_S3","{actor0} is standing, his erect cock buried deep inside {actor1}'s pussy as she sits facing away from him, her back to his chest."
"\N","adult_bath_S4","{actor0} is lying back with his feet on the ground, while {actor1} is kneeling beside him, her mouth wrapped around his cock as she gives him a blowjob. At the same time, {actor0} is groping {actor1}'s butt with his hands, adding a sensual touch to the scene."
"\N","adult_bar_table_S1","{actor0} stands with his feet on the ground beside the table, passionately kissing {actor1} who sits with her feet on the floor, his hand affectionately holding her thigh as they share a romantic and sensual smooch."
"\N","A_chair_cg_S5","{actor0} is sitting in the chair with his feet on the ground, while {actor1} is squatting on top of him, facing away, her feet also on the ground. {actor0} is thrusting his cock into {actor1}'s pussy as she bounces up and down in a reverse cowgirl position."
"\N","A_chair_cg_S6","{actor0} sits on the chair with his feet planted firmly on the ground, his face contorted in a mix of pleasure and ecstasy as he reaches his orgasmic peak. Meanwhile, {actor1} straddles him in a reverse cowgirl position, her back to his face, as she grinds her vulva against his erect penis, the two engaging in passionate vaginal sex, while {actor0}'s hand simultaneously rubs her clitoris, heightening her arousal."
"\N","adult_stool_S2","{actor0} stands behind {actor1}, who sits with her back to him, as he thrusts his rigid cock into her anus in a passionate anal sex session."
"\N","a_side_S1","{actor0} is standing while {actor1} is sitting in front of him, her hand gripping his shaft as she jerks him off, bringing him closer to a raging orgasm."
"\N","adult_bath_S3","{actor0} is sitting with his feet on the ground, while {actor1} is kneeling in front of him, her hand wrapped around his cock, stroking it in a sensual handjob."
"\N","Adult_Bench_S1","{actor1} is standing over {actor0}, who's lying back on the bench, as she strokes his cock with her hand, simultaneously fingering her own clit, lost in a moment of mutual self-pleasure and handjob bliss."
"\N","adult_rbed2_S4","{actor1} is squatting on top of {actor0}, who's lying back on the bed, with her feet on the ground, facing away from him as they engage in intense vaginal sex, with {actor1} taking the lead. Meanwhile, {actor0} is passionately licking {actor2}'s nipples, who's sitting beside them, while {actor2} is simultaneously touching her own vulva, lost in the erotic moment."
"\N","Adult_Bench_S2","{actor0} lies back on the bench, his feet planted firmly on the ground, as {actor1} stands facing away from him, bent over and giving him a handjob, her hand wrapped around his erect cock."
"\N","a_side_S4","{actor0} is standing with his feet shoulder-width apart, while {actor1} is lying on her side with her legs spread wide, as he thrusts his cock into her pussy, engaging in a passionate vaginal sex act."
"\N","a_side_S5","{actor0} is standing with his feet on the ground, thrusting his cock into {actor1}'s pussy as she lies on her side with her legs spread wide. He's got a firm grip on her leg, holding it in place as he pounds away."
"\N","adult_rbed2_S2","{actor0} lies back on the bed, his feet planted firmly on the ground. {actor1} kneels over his face, her vulva inches from his mouth as he performs cunnilingus on her, while {actor2} sits beside them, her hand wrapped around {actor0}'s erect penis, stroking it with a gentle handjob."
"\N","a_side_S7","{actor0} stands with his feet on the ground, his dick thrusting into {actor1}'s pussy as he climaxes, while holding onto her leg, her body positioned on its side with her legs spread wide."
"\N","Adult_Bench_S5","{actor0} sits on the bench, cumming, as {actor1} stands over him, her feet planted firmly on the ground, facing away. She's riding him in a reverse cowgirl position, grinding her pussy onto his cock as she takes control of the intense vaginal sex, her movements driving them both towards a crescendo."
"\N","adult_stool_S6","{actor1} sits as {actor0} stands with his feet on the ground, his penis thrusting into her vulva as they engage in passionate vaginal sex, his body frozen in the throes of orgasm. Meanwhile, they share a tender, sensual hug, each wrapping their arms around the other, lost in the intensity of the moment, as {actor0} climaxes."
"\N","adult_rbed2_S3","{actor0} lies back on the bed, his feet planted firmly on the ground. {actor1} kneels beside him, while {actor2} squats over his face, her vulva inches from his mouth, as he performs cunnilingus on her, his mouth eager to please. At the same time, {actor0} buries his face in {actor1}'s breasts, receiving a passionate boobjob as {actor1} arches her back in pleasure."
"\N","adult_rbed2_S5","{actor0} lies back on the bed, his feet planted firmly on the ground. {actor1} sits beside him, while {actor2} squats over his groin, her vulva enveloping his penis as she actively rides him in a cowgirl position. Meanwhile, {actor0} focuses on {actor1}'s nipple, his mouth locked onto it as he licks and teases, sending shivers through her body."
"\N","a_sofa_S1","{actor0} sits on the bench with his feet on the ground, while {actor1} kneels in front of him, her mouth wrapped around his cock, sucking and licking his penis in a passionate oral sex act."
"\N","a_side_S6","{actor0} is standing with his feet on the ground, his erection buried deep inside {actor1}'s pussy as she lies on her side with her legs spread wide, her vulva exposed and accessible for penetration. He's thrusting into her, engaging in passionate vaginal sex."
"\N","a_sofa_S3","{actor1} is squatting on top of {actor0} in a reverse cowgirl position, her back facing him, as she actively slides up and down on his throbbing cock, her vulva enveloping his shaft in a sensual rhythm, while {actor0} sits on the bench with his feet firmly on the ground."
"\N","a_sofa_S2","{actor0} is sitting on the bench with his feet on the ground, while {actor1} is squatting in front of him, her back facing away, as she rides his stiff cock, taking control of the intense vaginal sex."
"\N","a_sofa_S7","{actor0} is standing with his feet on the ground, his erect cock thrusting into {actor1}'s pussy as she lies back on the bench, her legs wrapped around him in a missionary position, their bodies locked in a passionate, sexual embrace."
"\N","a_sofa_S5","{actor1} is kneeling on the bench, riding {actor0} in a cowgirl position, her vulva sliding up and down on his erection as she takes control of the vaginalsex, his penis fully inside her."
"\N","Bed_P_S1","{actor0} is sitting on the bed with his feet planted firmly on the ground, while {actor1} stands beside him, her feet also on the floor, in a neutral, non-action pose."
"\N","a_sofa_S6","{actor0} is standing behind {actor1}, who is bent over at the waist, her feet on the ground, facing away from him, as he enters her from behind in a doggystyle position, his penis thrusting into her vulva."
"\N","Bed_P_S2","{actor0} is standing beside the bed, his feet planted firmly on the ground, as {actor1} lies on her front, her head bobbing up and down as she gives him a blowjob, her lips wrapped around his throbbing cock. At the same time, he's got a firm grip on her head, holding it in place as she works to bring him to the edge of a massive orgasm."
"\N","Bed_P_S4","{actor0} stands behind {actor1}, his feet planted firmly on the ground, as he thrusts his cock into her pussy from behind in a doggystyle position. {actor1} bends over, her feet shoulder-width apart, facing away from him, her body arched and receptive to his penetration."
"\N","Bed_P_S5","{actor1} is squatting over {actor0}, who's lying back on the bed with his feet planted firmly on the ground, as they engage in a passionate session of vaginal sex, with {actor0}'s cock thrusting into {actor1}'s pussy."
"\N","hold_S4","{actor0} stands with his feet on the ground, buried deep in {actor1} as he holds her leg in a sensual manner, his cock thrusting into her pussy while she's suspended in mid-air."
"\N","hold_S1","{actor0} is standing with his feet on the ground, while {actor1} is kneeling in front of him. She's got his cock in her hand, jerking him off, and at the same time, she's licking his balls, her mouth wrapped around his scrotum, her tongue dancing across his skin, as she's also holding his head with her free hand."
"\N","hold_S3","{actor0} is standing, his feet firmly on the ground, as he engages in a passionate vaginalsex with {actor1}, his penis deep inside her vulva. At the same time, he's got his hands on her butt, groping and caressing her curves, adding a sensual touch to their intense encounter."
"\N","knife_S3","{actor1} is kneeling over {actor0}, who's lying back, as she rides him in a dominant cowgirl position, her vulva sliding up and down his erect penis in a sensual, sexual motion."
"\N","legupfuck_S1","{actor0} is kneeling between {actor1}'s spread legs as she lies back, his dick buried deep in her pussy as they engage in passionate vaginal sex, his hands grasping her hips in a romantic gesture."
"\N","Hypno_S5","{actor0} is standing behind {actor1}, who is also standing but facing away from him, as he thrusts his stiff cock into her tight anus, {actor1} actively grinds her butt against him, taking control of the anal sex."
"\N","lesbian_S3","{actor0} is sitting with her feet on the ground, her face buried between {actor1}'s cheeks as she performs a rimjob with her tongue on {actor1}'s asshole, who's lying back and enjoying the sensation."
"\N","mbf_S5","{actor0} lies back, on the bottom, as he reaches orgasm, his eyes rolling back in ecstasy. Meanwhile, {actor1} sits on top of him, her feet firmly planted on the ground, her vulva enveloping his penis as she takes control, actively riding him with a fierce intensity."
"\N","Lesbian_FF_S2","{actor0} is sitting, her vulva grinding against {actor1}'s thigh as they lie back, while she also holds {actor1}'s foot in her hand."
"\N","mbf_S4","{actor1} is squatting over {actor0}, who's lying back, as she dominates him in a fierce femdom session, her vulva enveloping his erect cock in a passionate, magical union, with {actor1} taking full control of the vaginalsex, her feet firmly planted on the ground."
"\N","impreg_S5","{actor0} is lying on top of {actor1}, with his feet on the ground, in a missionary position. He's thrusting his cock into {actor1}'s pussy while she's lying back with her legs spread, as she reaches up to grope his ass with her hands."
"\N","misionary_S4","{actor0} is kneeling behind {actor1}, who is squatting with her feet on the ground, facing away from him, as he thrusts his dick into her pussy, his hands grasping her body."
